                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     96,                 1.1432,                 1.0266,                 1.3195,                 1.2282,                 1.2147,                 1.3229,                0.76822,                0.71281,                0.81016,                0.59435,                 0.9945,                0.88465,                 1.2017,                  1.026,                0.97047,                 1.2047,              0.0013625,              0.0013625,              0.0013625
                     97,                 1.1141,                0.95364,                 1.2868,                 1.1637,                 1.0856,                 1.2818,                0.73219,                0.73577,                0.77608,                0.56995,                0.99701,                0.93164,                 1.2095,                 1.0371,                 1.0572,                 1.2024,              0.0013618,              0.0013618,              0.0013618
                     98,                 1.0917,                0.98283,                  1.315,                 1.1437,                 1.1457,                    1.3,                0.77338,                0.66999,                 0.7821,                0.58269,                0.98014,                0.92738,                 1.2038,                 1.0046,                 1.0653,                 1.1928,              0.0013611,              0.0013611,              0.0013611
                     99,                 1.1194,                0.95009,                 1.3035,                 1.1548,                 1.1032,                 1.2907,                0.73987,                0.69086,                0.78554,                0.56365,                 1.0639,                0.92269,                 1.2562,                 1.0205,                 1.0424,                 1.1896,              0.0013604,              0.0013604,              0.0013604
                    100,                  1.111,                0.94091,                 1.3037,                   1.16,                 1.0944,                 1.2989,                0.69007,                 0.7136,                0.75762,                0.53612,                 1.0529,                0.92946,                 1.2558,                 1.0773,                 1.0557,                  1.264,              0.0013597,              0.0013597,              0.0013597
                    101,                 1.0808,                0.91743,                 1.2739,                 1.1441,                 1.0622,                 1.2738,                0.82954,                0.67467,                0.78533,                0.57313,                 1.0686,                0.91279,                 1.2584,                 1.0822,                 1.0481,                 1.2319,               0.001359,               0.001359,               0.001359
                    102,                 1.0945,                0.91693,                 1.2666,                 1.1415,                 1.0834,                 1.2528,                 0.8643,                0.74162,                0.84353,                0.62126,                  1.001,                0.84661,                 1.2153,                 1.0022,                0.93009,                  1.199,              0.0013583,              0.0013583,              0.0013583
                    103,                 1.0865,                0.92788,                 1.2649,                 1.1358,                  1.058,                 1.2546,                0.73259,                0.78908,                0.85195,                0.62972,                 1.0104,                0.83545,                 1.2325,                0.99869,                0.84929,                 1.1796,              0.0013576,              0.0013576,              0.0013576
                    104,                 1.0597,                0.93657,                 1.2791,                 1.1199,                   1.08,                 1.2735,                0.79443,                0.74458,                0.83321,                0.60334,                  1.007,                0.88571,                 1.2294,                 1.0839,                0.87104,                 1.2289,              0.0013568,              0.0013568,              0.0013568
                    105,                 1.0407,                0.86017,                 1.2586,                 1.0936,                0.98465,                 1.2559,                0.85243,                0.71041,                0.83782,                0.62745,                0.95918,                0.83019,                  1.205,                0.98417,                0.85537,                 1.1745,              0.0013561,              0.0013561,              0.0013561
                    106,                 1.0567,                0.91495,                 1.2768,                    1.1,                 1.0511,                 1.2716,                0.80116,                0.76251,                0.86703,                0.63826,                0.98642,                0.82786,                 1.1971,                 1.0133,                0.81958,                 1.1761,              0.0013554,              0.0013554,              0.0013554
                    107,                 1.0364,                0.88826,                  1.253,                 1.0849,                 1.0038,                 1.2542,                0.75838,                0.76063,                0.87519,                0.65316,                0.96334,                0.80816,                 1.1769,                 1.0016,                 0.7789,                 1.1507,              0.0013547,              0.0013547,              0.0013547
                    108,                0.99768,                0.87901,                  1.237,                 1.0346,                0.99089,                 1.2429,                0.81007,                0.74488,                0.83959,                 0.6088,                0.98077,                0.88576,                 1.1845,                 1.0013,                0.96558,                  1.176,               0.001354,               0.001354,               0.001354
                    109,                 1.0528,                0.89415,                  1.255,                 1.0986,                 1.0361,                 1.2617,                0.85396,                0.80938,                0.87542,                0.66982,                0.94671,                 0.7282,                 1.1707,                  0.928,                0.81355,                 1.1637,              0.0013533,              0.0013533,              0.0013533
                    110,                  1.094,                0.88908,                 1.2795,                 1.1503,                  1.025,                 1.2808,                0.84342,                 0.7424,                0.87449,                0.62516,                 1.0232,                0.75693,                 1.2021,                 1.1208,                0.77822,                  1.228,              0.0013526,              0.0013526,              0.0013526
                    111,                 1.0204,                  0.859,                 1.2071,                 1.0826,                0.97733,                 1.2071,                 0.8405,                0.80428,                0.87076,                0.64899,                0.94917,                0.76898,                 1.1681,                 1.0113,                0.79838,                 1.1911,              0.0013519,              0.0013519,              0.0013519
                    112,                0.98397,                0.86224,                 1.2384,                 1.0467,                0.99897,                 1.2327,                 0.7789,                0.77544,                 0.8404,                0.62382,                0.95863,                0.81356,                 1.1719,                  1.042,                0.85031,                 1.1994,              0.0013512,              0.0013512,              0.0013512
                    113,                 1.0453,                  0.855,                 1.2327,                 1.1236,                 1.0051,                 1.2365,                0.72862,                0.83334,                0.85058,                0.62099,                0.94945,                0.76548,                 1.1678,                 1.0661,                0.77895,                 1.2237,              0.0013505,              0.0013505,              0.0013505
                    114,                 1.0248,                0.89261,                 1.2372,                 1.0827,                  1.039,                 1.2411,                0.76695,                0.78781,                0.83751,                0.62427,                0.93558,                0.84939,                 1.1422,                0.98856,                0.90571,                 1.1521,              0.0013498,              0.0013498,              0.0013498
                    115,                 1.0146,                0.86342,                 1.2189,                 1.0794,                  1.014,                 1.2151,                0.82589,                0.79905,                 0.8789,                0.65646,                0.96517,                0.78454,                 1.1661,                0.96454,                0.81367,                 1.1573,              0.0013491,              0.0013491,              0.0013491
                    116,                 1.0337,                0.87035,                 1.2192,                 1.0999,                 1.0216,                 1.2193,                0.85935,                 0.7259,                0.86763,                0.65473,                0.95267,                0.76183,                   1.17,                0.96865,                0.78726,                 1.1594,              0.0013484,              0.0013484,              0.0013484
                    117,                 1.0127,                 0.8305,                 1.2222,                 1.0719,                0.95897,                 1.2265,                0.82279,                0.67521,                0.82714,                0.60142,                 1.0179,                0.87938,                 1.2043,                 1.0432,                 0.9269,                 1.1999,              0.0013477,              0.0013477,              0.0013477
                    118,                 1.0179,                0.84391,                 1.2145,                 1.0902,                0.97289,                  1.219,                0.75855,                0.74793,                0.80152,                0.60118,                 1.0094,                0.88126,                 1.2076,                0.98345,                0.95339,                  1.177,              0.0013469,              0.0013469,              0.0013469
                    119,                 0.9896,                0.82346,                 1.2076,                 1.0542,                0.94374,                 1.2104,                0.86563,                0.74769,                0.84834,                0.61936,                0.95359,                0.81947,                 1.1518,                 1.0339,                0.88353,                 1.1733,              0.0013462,              0.0013462,              0.0013462
                    120,                  1.008,                0.82196,                 1.2122,                 1.0741,                0.95269,                 1.2165,                0.80311,                0.77496,                 0.8532,                0.63473,                0.97862,                0.80303,                 1.1578,                 1.0294,                0.80228,                  1.155,              0.0013455,              0.0013455,              0.0013455
                    121,                 1.0286,                0.84644,                 1.2286,                 1.0766,                0.98433,                 1.2339,                0.88654,                0.72953,                0.86464,                0.67221,                0.89502,                0.72349,                 1.1155,                0.93325,                0.76776,                 1.1145,              0.0013448,              0.0013448,              0.0013448
                    122,                 0.9875,                 0.8202,                 1.2057,                 1.0593,                 0.9411,                 1.2234,                 0.8716,                 0.7019,                0.86236,                0.65253,                0.97914,                0.73146,                 1.1601,                0.98498,                0.78092,                 1.1242,              0.0013441,              0.0013441,              0.0013441
                    123,                0.97333,                0.79292,                 1.1798,                 1.0275,                0.90359,                 1.1835,                0.75266,                 0.7487,                0.82968,                0.62451,                0.95451,                0.83282,                 1.1586,                 1.0019,                0.88991,                 1.1732,              0.0013434,              0.0013434,              0.0013434
                    124,                 1.0183,                 0.8038,                 1.1922,                 1.0876,                 0.9024,                  1.203,                0.76701,                0.79519,                0.84098,                0.61659,                0.98388,                0.78019,                 1.1563,                 1.0338,                0.83536,                 1.1728,              0.0013427,              0.0013427,              0.0013427
                    125,                 0.9674,                0.80881,                 1.2086,                 1.0182,                0.92037,                 1.2085,                0.78653,                0.78467,                0.83807,                0.64466,                0.92514,                0.77138,                 1.1279,                0.98136,                0.78169,                 1.1501,               0.001342,               0.001342,               0.001342
                    126,                0.96842,                 0.8207,                 1.1995,                 1.0484,                0.92832,                 1.2079,                0.79513,                0.79807,                0.85785,                0.63911,                0.91849,                0.76255,                 1.1228,                0.99817,                0.79734,                 1.1518,              0.0013413,              0.0013413,              0.0013413
                    127,                0.96313,                0.77671,                 1.1838,                   1.05,                0.89431,                 1.1949,                0.76916,                0.81797,                0.87012,                0.65239,                 0.9828,                0.75833,                 1.1795,                  1.046,                0.79028,                 1.1966,              0.0013406,              0.0013406,              0.0013406
                    128,                 1.0052,                0.81802,                 1.2077,                 1.0839,                0.92834,                 1.2194,                0.76678,                0.78279,                0.84858,                0.63935,                0.98014,                0.79478,                 1.1742,                0.99985,                0.82856,                 1.1613,              0.0013399,              0.0013399,              0.0013399
                    129,                0.95517,                0.76426,                 1.1747,                 1.0264,                0.85376,                 1.1839,                0.82336,                0.79217,                0.87654,                0.66873,                0.92818,                0.72636,                 1.1421,                0.98954,                0.75843,                 1.1387,              0.0013392,              0.0013392,              0.0013392
                    130,                0.97763,                0.79464,                 1.2025,                 1.0531,                0.93704,                 1.2114,                 0.8044,                0.82573,                0.87673,                0.67109,                0.92059,                0.71375,                 1.1372,                0.93927,                0.76908,                 1.1466,              0.0013385,              0.0013385,              0.0013385
                    131,                 0.9224,                0.77067,                 1.1762,                0.99042,                0.90381,                 1.1806,                0.83541,                0.85733,                0.89031,                0.67833,                0.91309,                0.70041,                 1.1291,                0.95485,                0.71168,                 1.1381,              0.0013378,              0.0013378,              0.0013378
                    132,                0.96321,                0.77065,                 1.1668,                 1.0254,                0.89107,                 1.1674,                0.92934,                 0.7892,                0.91586,                0.70725,                0.87553,                0.69511,                 1.1054,                0.93558,                0.67925,                 1.1145,               0.001337,               0.001337,               0.001337
                    133,                0.95678,                0.77081,                 1.1955,                 1.0341,                 0.9196,                 1.2067,                0.82464,                0.77632,                 0.8727,                0.67537,                0.88198,                0.73087,                 1.1152,                0.95885,                0.76729,                   1.14,              0.0013363,              0.0013363,              0.0013363
                    134,                0.90562,                0.73707,                 1.1464,                0.98157,                0.82616,                 1.1578,                0.79034,                0.78639,                0.86587,                0.65764,                  0.904,                0.75421,                 1.1409,                  0.961,                0.79052,                 1.1415,              0.0013356,              0.0013356,              0.0013356
                    135,                0.94485,                0.76879,                 1.1765,                 1.0313,                0.90821,                 1.1979,                0.78901,                0.81688,                0.84531,                0.63649,                0.92974,                0.81847,                 1.1448,                0.96522,                 0.8439,                 1.1305,              0.0013349,              0.0013349,              0.0013349
                    136,                0.96266,                0.80343,                 1.1663,                 1.0268,                0.88044,                 1.1697,                0.71542,                0.80267,                0.84252,                0.64057,                0.89037,                0.74041,                 1.1219,                0.94915,                0.84967,                 1.1204,              0.0013342,              0.0013342,              0.0013342
                    137,                0.93872,                0.78018,                 1.1686,                0.99168,                0.86392,                 1.1793,                0.79965,                0.80729,                0.86055,                0.66432,                 0.8862,                0.76855,                 1.1188,                0.93086,                0.80616,                 1.1089,              0.0013335,              0.0013335,              0.0013335
                    138,                 0.9384,                0.78156,                 1.1797,                0.98691,                0.88968,                 1.1841,                0.72755,                0.83929,                0.85904,                0.66501,                0.86568,                0.75356,                  1.104,                0.93398,                0.81663,                 1.1272,              0.0013328,              0.0013328,              0.0013328
                    139,                 0.8979,                0.75358,                 1.1498,                0.96631,                0.85785,                 1.1596,                0.85046,                0.79132,                0.87665,                0.67323,                0.86657,                0.72682,                 1.1143,                0.92525,                 0.7513,                 1.1354,              0.0013321,              0.0013321,              0.0013321
                    140,                0.95599,                0.75649,                 1.1697,                 1.0188,                0.86346,                 1.1782,                0.77443,                0.75952,                0.81042,                0.60566,                0.93786,                0.83504,                 1.1269,                0.98766,                0.91167,                 1.1242,              0.0013314,              0.0013314,              0.0013314
                    141,                0.93932,                0.76988,                 1.1569,                 0.9901,                0.90332,                 1.1681,                0.81021,                0.78283,                0.87002,                0.66544,                 0.8854,                0.71984,                 1.1087,                0.96349,                0.72928,                 1.1379,              0.0013307,              0.0013307,              0.0013307
                    142,                0.93592,                0.76752,                 1.1663,                 1.0058,                0.87263,                 1.1774,                0.87011,                0.76135,                0.87495,                0.66895,                0.88091,                0.73385,                 1.1107,                0.95498,                0.75839,                 1.1276,                0.00133,                0.00133,                0.00133
                    143,                0.92573,                0.79314,                 1.1675,                 0.9904,                0.86967,                 1.1833,                0.79385,                0.85629,                0.89119,                0.69446,                 0.8298,                0.68599,                 1.0831,                  0.917,                0.68661,                 1.0964,              0.0013293,              0.0013293,              0.0013293
                    144,                0.94916,                0.78908,                 1.1707,                 1.0004,                0.87581,                 1.1826,                0.86339,                0.80055,                0.89213,                0.68003,                0.87766,                0.69842,                 1.1029,                0.93395,                0.69426,                 1.1193,              0.0013286,              0.0013286,              0.0013286
                    145,                0.91738,                0.76061,                 1.1598,                0.98231,                0.85613,                 1.1731,                0.77532,                0.78996,                0.86859,                0.64757,                0.89684,                0.73271,                 1.1366,                0.95076,                0.75469,                  1.115,              0.0013278,              0.0013278,              0.0013278
                    146,                 0.8993,                0.73417,                 1.1463,                0.95578,                0.82864,                  1.154,                0.76552,                0.83451,                0.87472,                0.66875,                0.90393,                0.74089,                 1.1475,                0.93262,                0.75253,                 1.1193,              0.0013271,              0.0013271,              0.0013271
                    147,                0.91923,                0.75685,                  1.147,                 1.0003,                0.86281,                 1.1661,                0.80505,                0.84255,                0.88884,                0.67848,                0.89336,                0.72871,                 1.1224,                0.93344,                0.67569,                 1.1112,              0.0013264,              0.0013264,              0.0013264
                    148,                0.98174,                0.75678,                 1.1708,                 1.0243,                0.86791,                 1.1719,                0.83131,                0.77251,                 0.8545,                 0.6491,                0.95262,                0.73701,                 1.1514,                 0.9852,                0.80275,                 1.1451,              0.0013257,              0.0013257,              0.0013257
                    149,                 0.9285,                0.75173,                 1.1685,                0.99045,                0.86678,                 1.1736,                0.83237,                0.75677,                0.88743,                 0.6595,                0.92532,                0.74067,                 1.1387,                0.98732,                0.84271,                 1.1268,               0.001325,               0.001325,               0.001325
                    150,                0.88897,                0.74359,                 1.1599,                 0.9637,                0.85919,                 1.1754,                0.83117,                0.78609,                0.85776,                0.67579,                0.83201,                0.69687,                 1.0902,                0.87181,                0.78437,                 1.0776,              0.0013243,              0.0013243,              0.0013243
                    151,                0.91008,                0.72497,                 1.1377,                0.97372,                0.83052,                  1.148,                0.85369,                 0.7203,                0.84026,                0.63862,                0.91556,                0.77224,                 1.1129,                0.96807,                0.85383,                 1.1239,              0.0013236,              0.0013236,              0.0013236
                    152,                0.92048,                 0.7492,                 1.1712,                0.99548,                0.86168,                 1.1901,                0.73553,                0.79232,                0.84736,                0.65758,                0.87666,                0.76035,                 1.0961,                0.90883,                0.79658,                 1.1095,              0.0013229,              0.0013229,              0.0013229
                    153,                0.85342,                0.72049,                 1.1354,                0.90547,                 0.8223,                 1.1524,                0.77834,                0.83766,                0.87235,                0.68863,                0.84282,                0.69113,                 1.0777,                0.87181,                0.70197,                 1.0731,              0.0013222,              0.0013222,              0.0013222
                    154,                0.85952,                0.68679,                 1.1067,                0.91755,                0.80011,                 1.1188,                 0.8353,                0.77552,                0.86808,                0.66742,                0.87265,                0.73077,                  1.124,                0.93034,                0.73781,                 1.1205,              0.0013215,              0.0013215,              0.0013215
                    155,                0.87695,                0.70635,                 1.1218,                0.95672,                0.82581,                 1.1437,                0.83308,                0.76374,                0.85779,                0.66147,                0.89673,                0.77654,                 1.0915,                0.93104,                0.82773,                 1.0856,              0.0013208,              0.0013208,              0.0013208
                    156,                0.89507,                0.72117,                  1.132,                0.95773,                0.82451,                  1.147,                0.80977,                0.88369,                0.90658,                0.71155,                0.83342,                0.69098,                 1.0888,                0.89587,                0.68069,                 1.1091,              0.0013201,              0.0013201,              0.0013201
                    157,                0.88458,                0.70848,                 1.1176,                0.94557,                0.81424,                 1.1234,                0.80941,                0.82767,                0.89221,                0.68219,                0.88472,                0.68737,                 1.1289,                0.95235,                0.75631,                 1.1033,              0.0013194,              0.0013194,              0.0013194
                    158,                0.88716,                0.72526,                 1.1306,                0.95426,                0.84222,                 1.1353,                0.78134,                0.83176,                0.86302,                0.67331,                0.86753,                0.68366,                 1.0906,                0.90461,                0.72831,                 1.0852,              0.0013187,              0.0013187,              0.0013187
                    159,                  0.899,                0.70343,                 1.1224,                 0.9844,                0.80985,                  1.139,                0.81318,                0.76074,                 0.8628,                0.68286,                   0.84,                0.71604,                 1.0853,                 0.8448,                0.77883,                 1.0677,              0.0013179,              0.0013179,              0.0013179
                    160,                 0.8932,                0.70848,                 1.1422,                0.96785,                0.81585,                 1.1653,                0.85968,                0.79748,                0.89385,                0.68339,                0.89328,                0.68139,                 1.1079,                0.90638,                0.67837,                 1.0875,              0.0013172,              0.0013172,              0.0013172
                    161,                0.88966,                0.71472,                 1.1347,                0.95331,                0.81285,                 1.1431,                0.83787,                 0.8318,                0.87725,                 0.6746,                0.88437,                0.69688,                 1.1037,                0.90625,                0.71974,                 1.0848,              0.0013165,              0.0013165,              0.0013165
                    162,                0.86367,                0.67607,                 1.1134,                 0.9393,                0.75412,                 1.1202,                0.87052,                 0.7778,                 0.8775,                0.68135,                0.86047,                0.72033,                 1.1032,                0.88832,                0.71624,                 1.0977,              0.0013158,              0.0013158,              0.0013158
                    163,                0.88296,                0.68934,                 1.1201,                0.95831,                0.75725,                 1.1341,                0.84891,                0.77373,                0.87366,                 0.6903,                0.82324,                0.66769,                 1.0632,                0.84064,                0.74711,                 1.0428,              0.0013151,              0.0013151,              0.0013151
                    164,                0.86954,                0.69114,                 1.1201,                 0.9278,                0.78429,                 1.1327,                0.84858,                0.77926,                0.87894,                0.70457,                0.80176,                0.65604,                  1.067,                0.82948,                0.69889,                 1.0646,              0.0013144,              0.0013144,              0.0013144
                    165,                0.85093,                0.69652,                 1.1164,                 0.9256,                 0.7741,                 1.1389,                0.84679,                0.77933,                  0.868,                0.68392,                0.83742,                0.69063,                   1.08,                0.88808,                0.70712,                 1.0912,              0.0013137,              0.0013137,              0.0013137
                    166,                0.84427,                0.67329,                 1.1187,                0.92355,                 0.7473,                 1.1367,                0.79047,                0.85151,                0.85323,                0.66742,                0.83495,                0.71672,                 1.0699,                0.88542,                0.76731,                 1.0733,               0.001313,               0.001313,               0.001313
                    167,                0.83506,                 0.6857,                 1.0986,                0.90496,                0.75156,                 1.1153,                  0.807,                0.78661,                0.84651,                0.66525,                0.82588,                0.73107,                 1.0702,                0.87534,                0.78244,                 1.0836,              0.0013123,              0.0013123,              0.0013123
                    168,                0.85872,                0.69265,                 1.1045,                0.90901,                0.75881,                 1.1106,                0.85814,                0.82606,                0.90263,                0.70268,                0.83647,                0.64175,                 1.0651,                0.89883,                0.61831,                 1.0776,              0.0013116,              0.0013116,              0.0013116
                    169,                0.84367,                0.66486,                 1.0936,                0.92191,                0.73992,                 1.1106,                0.82223,                0.79555,                0.88564,                0.70106,                0.80032,                0.71363,                 1.0719,                0.85153,                0.79563,                 1.0769,              0.0013109,              0.0013109,              0.0013109
                    170,                0.84961,                0.68844,                 1.1081,                 0.9059,                0.76663,                 1.1226,                0.86284,                 0.7858,                 0.8928,                0.68401,                0.84872,                 0.6655,                 1.0789,                0.91759,                0.69993,                  1.083,              0.0013102,              0.0013102,              0.0013102
                    171,                0.88605,                0.67394,                  1.112,                0.94155,                0.73465,                 1.1221,                 0.8133,                0.87756,                0.90683,                0.70723,                0.82684,                0.64507,                 1.0906,                 0.9098,                0.63549,                 1.1156,              0.0013095,              0.0013095,              0.0013095
                    172,                0.87489,                0.69913,                 1.1143,                0.95569,                 0.7974,                 1.1345,                0.91397,                0.75556,                0.91008,                0.71332,                0.86746,                0.65858,                 1.0879,                0.88861,                0.70751,                 1.0692,              0.0013087,              0.0013087,              0.0013087
                    173,                0.83891,                0.67117,                 1.1049,                0.90512,                0.75709,                 1.1234,                0.83469,                0.80449,                0.88726,                0.69553,                0.83726,                0.69461,                 1.0693,                0.84753,                0.76915,                 1.0781,               0.001308,               0.001308,               0.001308
                    174,                0.82048,                0.66974,                 1.0982,                0.88631,                0.74374,                 1.1139,                0.80447,                0.83082,                0.89445,                0.70757,                 0.8168,                0.67593,                 1.0672,                0.83503,                0.69554,                 1.0686,              0.0013073,              0.0013073,              0.0013073
                    175,                0.81642,                0.63784,                 1.0788,                0.90426,                0.70017,                 1.0958,                 0.8249,                 0.8611,                0.90957,                0.72242,                0.83581,                0.62615,                 1.0706,                0.87596,                0.70869,                 1.0611,              0.0013066,              0.0013066,              0.0013066
                    176,                0.83868,                0.64953,                 1.1014,                0.88883,                0.71248,                 1.1165,                0.84916,                0.82978,                0.90599,                0.72698,                0.83093,                0.64186,                 1.0596,                 0.8591,                0.63482,                 1.0594,              0.0013059,              0.0013059,              0.0013059
                    177,                0.84892,                0.67276,                  1.116,                0.89953,                0.75245,                 1.1334,                0.79545,                0.82358,                0.87713,                0.70197,                0.80218,                0.65798,                 1.0617,                 0.8431,                0.72538,                  1.081,              0.0013052,              0.0013052,              0.0013052
                    178,                0.82933,                0.65363,                 1.0854,                0.88921,                 0.7192,                 1.0992,                0.82369,                0.81489,                 0.8699,                0.69837,                 0.7858,                0.69746,                  1.056,                0.81818,                0.74407,                 1.0639,              0.0013045,              0.0013045,              0.0013045
                    179,                0.85954,                0.67674,                 1.1034,                 0.9218,                0.79162,                 1.1214,                0.83069,                0.80631,                0.88873,                0.68913,                0.87397,                0.67796,                 1.0776,                0.90681,                0.71902,                 1.0859,              0.0013038,              0.0013038,              0.0013038
                    180,                0.86173,                0.66083,                 1.0905,                 0.9395,                0.74742,                 1.1104,                0.85056,                0.83287,                0.88844,                0.70617,                0.82129,                0.67406,                 1.0537,                0.82681,                0.71626,                 1.0499,              0.0013031,              0.0013031,              0.0013031
                    181,                0.83617,                0.66239,                 1.0835,                0.91626,                0.76018,                 1.1003,                 0.8178,                0.80479,                0.88217,                0.70057,                0.81736,                0.69276,                 1.0499,                 0.8684,                0.72461,                 1.0512,              0.0013024,              0.0013024,              0.0013024
                    182,                0.83038,                0.63804,                 1.0854,                 0.9016,                0.70631,                 1.0977,                0.88597,                0.81616,                0.89898,                0.72554,                0.77604,                0.61871,                  1.041,                0.79321,                0.66563,                 1.0321,              0.0013017,              0.0013017,              0.0013017
                    183,                0.83241,                0.68729,                 1.1054,                0.90322,                0.77074,                 1.1215,                0.86116,                 0.8994,                0.91888,                0.71966,                0.81243,                0.62369,                 1.0542,                0.85325,                0.64018,                 1.0526,               0.001301,               0.001301,               0.001301
                    184,                0.81784,                0.63946,                 1.0777,                0.90136,                0.68683,                 1.0956,                0.87582,                0.81262,                0.91134,                0.73317,                0.79933,                0.64628,                 1.0473,                0.84347,                0.68148,                 1.0569,              0.0013003,              0.0013003,              0.0013003
                    185,                0.80536,                0.62404,                 1.0698,                0.86596,                0.66733,                 1.0849,                0.82521,                0.79421,                0.88867,                0.71098,                0.81751,                0.65631,                 1.0664,                0.84131,                0.69855,                  1.069,              0.0012996,              0.0012996,              0.0012996
                    186,                0.83084,                0.65842,                 1.0996,                0.90096,                0.74141,                 1.1173,                0.84389,                0.83048,                 0.8976,                  0.724,                0.78579,                0.62187,                 1.0299,                0.82624,                0.67452,                 1.0395,              0.0012988,              0.0012988,              0.0012988
                    187,                0.81401,                0.62914,                 1.0788,                0.88314,                0.70359,                  1.096,                  0.848,                0.83887,                0.89804,                0.71877,                0.79567,                0.67483,                  1.027,                 0.8256,                0.68247,                 1.0281,              0.0012981,              0.0012981,              0.0012981
                    188,                0.79166,                 0.6372,                 1.0897,                0.85877,                0.71895,                 1.1071,                 0.8494,                0.81747,                0.90372,                 0.7254,                 0.7694,                0.65339,                 1.0216,                0.80925,                0.72239,                 1.0193,              0.0012974,              0.0012974,              0.0012974
                    189,                0.77971,                0.60598,                 1.0609,                0.86328,                 0.6862,                 1.0824,                0.77684,                0.86767,                0.88114,                0.69586,                0.80003,                0.63831,                 1.0342,                0.84213,                0.68548,                 1.0474,              0.0012967,              0.0012967,              0.0012967
