                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    288,                 0.7136,                0.53367,                   1.02,                0.77201,                0.56095,                 1.0395,                0.87493,                0.88959,                0.92842,                0.73743,                0.76298,                0.54621,                 1.0089,                0.79033,                0.51753,                 1.0057,              0.0012267,              0.0012267,              0.0012267
                    289,                 0.6827,                0.52163,                0.99347,                0.74231,                0.53609,                 1.0212,                0.90564,                0.83385,                0.93597,                0.77814,                0.68859,                 0.5197,                0.96365,                0.72304,                0.51841,                0.98636,               0.001226,               0.001226,               0.001226
                    290,                0.66504,                0.49732,                0.99556,                0.72663,                0.51722,                 1.0177,                0.88731,                0.81993,                0.91206,                0.75441,                0.69487,                 0.5817,                0.96815,                0.73641,                0.61556,                0.98691,              0.0012253,              0.0012253,              0.0012253
                    291,                0.66928,                0.48207,                0.98512,                0.72618,                0.47711,                 1.0042,                0.85626,                0.85125,                0.91389,                0.74881,                0.71261,                 0.5903,                0.97687,                0.75942,                0.63689,                0.96444,              0.0012246,              0.0012246,              0.0012246
                    292,                 0.7089,                0.51741,                 1.0102,                0.79207,                0.54921,                 1.0333,                0.87695,                0.82311,                0.89453,                0.73485,                0.73772,                0.61823,                 1.0058,                  0.758,                0.68433,                0.99808,              0.0012239,              0.0012239,              0.0012239
                    293,                 0.6973,                0.51494,                 1.0062,                0.78175,                0.56088,                 1.0322,                0.86191,                0.84083,                0.91544,                0.75564,                 0.7131,                0.59242,                0.99251,                0.75352,                0.56917,                 1.0035,              0.0012232,              0.0012232,              0.0012232
                    294,                0.65309,                0.49934,                0.98998,                 0.7088,                  0.529,                 1.0082,                0.86155,                0.87392,                0.91954,                0.75938,                0.70303,                0.56113,                0.98976,                0.75019,                0.56678,                 1.0233,              0.0012225,              0.0012225,              0.0012225
                    295,                0.67047,                0.50245,                0.99622,                0.72837,                0.52128,                 1.0158,                0.89939,                0.79643,                0.90484,                0.74897,                0.70654,                0.57864,                0.98141,                0.74654,                0.56945,                0.99864,              0.0012217,              0.0012217,              0.0012217
                    296,                0.65727,                0.50501,                0.99717,                0.72351,                0.50585,                 1.0177,                0.89137,                0.86402,                0.93248,                0.75973,                0.70667,                0.57558,                0.97936,                0.74719,                0.54288,                0.99362,               0.001221,               0.001221,               0.001221
                    297,                 0.6633,                0.49563,                0.99342,                0.72543,                0.51318,                 1.0128,                0.91056,                0.86064,                0.93329,                0.75247,                0.76152,                0.57728,                 1.0086,                0.77474,                  0.524,                 1.0061,              0.0012203,              0.0012203,              0.0012203
                    298,                0.66763,                0.50223,                0.98013,                 0.7423,                0.51369,                0.99874,                0.93886,                0.82838,                 0.9338,                0.75545,                0.73047,                 0.5936,                  1.009,                0.76469,                0.55935,                 1.0209,              0.0012196,              0.0012196,              0.0012196
                    299,                0.64782,                0.48592,                0.97277,                0.71786,                0.50104,                0.99209,                 0.9325,                0.80448,                0.92452,                0.76387,                0.69511,                0.60181,                0.98248,                0.73856,                0.59612,                  1.005,              0.0012189,              0.0012189,              0.0012189
                    300,                0.66755,                0.50597,                 0.9934,                0.74198,                0.53737,                  1.022,                0.85919,                0.86938,                0.91338,                0.75853,                0.68176,                0.59816,                0.97001,                0.70057,                0.62061,                0.97368,              0.0012182,              0.0012182,              0.0012182
                    301,                0.66573,                0.50334,                0.98633,                 0.7297,                0.52667,                 1.0008,                0.88734,                0.83287,                0.91959,                0.75864,                0.69341,                0.58929,                0.96872,                0.69155,                0.54685,                0.96477,              0.0012175,              0.0012175,              0.0012175
                    302,                  0.657,                0.49339,                 0.9895,                0.72154,                0.51677,                 1.0135,                0.78433,                0.86409,                0.89621,                0.72619,                0.71515,                0.62053,                 0.9784,                0.75048,                0.60655,                0.99575,              0.0012168,              0.0012168,              0.0012168
                    303,                0.67019,                0.48955,                 1.0006,                0.73089,                0.50894,                 1.0212,                0.90481,                0.82347,                0.93301,                0.76969,                 0.6972,                0.55303,                0.95414,                0.71718,                0.54974,                0.97009,              0.0012161,              0.0012161,              0.0012161
                    304,                0.66889,                 0.4898,                0.98797,                0.72668,                0.48153,                 1.0137,                0.86541,                0.89326,                0.93762,                0.76532,                0.68626,                0.55018,                0.96195,                0.72752,                0.57084,                0.98386,              0.0012154,              0.0012154,              0.0012154
                    305,                0.66271,                0.49076,                0.98885,                  0.731,                 0.4908,                 1.0093,                0.89458,                0.87228,                0.93425,                 0.7708,                0.69098,                0.55317,                0.96436,                0.73936,                0.57714,                0.99488,              0.0012147,              0.0012147,              0.0012147
                    306,                0.67922,                0.50198,                0.98256,                0.74295,                0.51338,                 1.0024,                0.90336,                0.86588,                0.93074,                0.76537,                0.72136,                0.53703,                0.98684,                0.74242,                0.51576,                0.99993,               0.001214,               0.001214,               0.001214
                    307,                0.67659,                0.49246,                0.99035,                 0.7466,                0.49408,                 1.0125,                0.90577,                0.88077,                0.93828,                0.77937,                0.68116,                0.50514,                0.95896,                0.72774,                0.49559,                0.97815,              0.0012133,              0.0012133,              0.0012133
                    308,                0.64903,                0.48576,                0.98848,                0.71563,                 0.5051,                 1.0105,                0.85028,                0.87414,                0.93225,                0.77652,                0.67425,                0.51284,                0.95623,                0.70092,                0.51833,                0.96505,              0.0012125,              0.0012125,              0.0012125
                    309,                0.66104,                0.47747,                0.98304,                0.72385,                0.48818,                0.99734,                 0.8405,                0.92138,                0.94003,                0.77159,                0.70349,                0.54011,                0.97035,                0.69429,                0.54383,                0.96732,              0.0012118,              0.0012118,              0.0012118
                    310,                0.65644,                0.49275,                0.99972,                0.71621,                0.51175,                 1.0225,                0.87815,                0.88088,                 0.9347,                0.76682,                0.71436,                0.55149,                0.97805,                 0.7167,                0.56776,                0.97542,              0.0012111,              0.0012111,              0.0012111
                    311,                0.64947,                0.47715,                0.98065,                0.70387,                0.47909,                  1.003,                0.88369,                0.84586,                0.91663,                0.75768,                0.69853,                 0.6026,                0.97008,                0.72615,                0.59094,                0.97747,              0.0012104,              0.0012104,              0.0012104
                    312,                0.65553,                0.51899,                0.99613,                0.72763,                 0.5682,                 1.0233,                 0.8935,                0.84279,                0.92691,                0.77176,                0.69068,                0.56012,                0.95551,                0.72641,                0.57895,                 0.9725,              0.0012097,              0.0012097,              0.0012097
                    313,                 0.6293,                0.48474,                0.96582,                0.68726,                 0.5036,                0.98132,                0.81819,                0.89303,                0.91501,                0.75943,                0.68616,                0.58804,                0.95614,                0.73104,                0.60159,                0.98037,               0.001209,               0.001209,               0.001209
                    314,                0.64581,                0.46682,                0.97297,                0.71184,                0.46133,                0.98996,                0.89394,                0.81015,                0.91307,                0.74659,                0.71572,                0.57088,                0.97205,                 0.7539,                0.58137,                0.98081,              0.0012083,              0.0012083,              0.0012083
                    315,                0.64705,                0.48553,                0.97532,                 0.7159,                0.48593,                0.99085,                0.88765,                0.85827,                 0.8985,                0.74325,                0.69816,                0.57198,                0.97342,                 0.7374,                0.65543,                0.98728,              0.0012076,              0.0012076,              0.0012076
                    316,                0.66871,                0.51145,                0.97877,                0.74854,                0.51953,                 1.0028,                0.77492,                0.86219,                0.88914,                0.72498,                0.73937,                0.62025,                0.98599,                0.76381,                0.69774,                0.99545,              0.0012069,              0.0012069,              0.0012069
                    317,                0.65426,                0.49153,                0.98941,                0.71765,                0.50041,                 1.0115,                0.84543,                0.89473,                0.90624,                0.75284,                0.69587,                0.57567,                0.97577,                0.70514,                0.62152,                0.97261,              0.0012062,              0.0012062,              0.0012062
                    318,                 0.6622,                0.48562,                0.97694,                0.73933,                0.49787,                 1.0018,                0.90318,                0.82361,                0.90637,                0.75451,                0.69604,                0.57946,                0.97669,                0.70544,                 0.5952,                0.97313,              0.0012055,              0.0012055,              0.0012055
                    319,                0.65545,                0.49474,                0.98426,                0.72223,                0.53823,                 1.0095,                0.86097,                0.86044,                0.89852,                0.75409,                0.65974,                0.60027,                0.95946,                0.69939,                  0.612,                0.98174,              0.0012048,              0.0012048,              0.0012048
                    320,                0.64466,                0.47889,                0.98858,                0.71235,                  0.506,                 1.0166,                0.80077,                0.87501,                0.89008,                0.74624,                0.66061,                0.58763,                0.94921,                0.71306,                0.61906,                0.96851,              0.0012041,              0.0012041,              0.0012041
                    321,                0.63209,                 0.4685,                0.97872,                 0.6839,                0.48244,                0.99452,                0.80373,                0.84946,                0.89308,                 0.7335,                0.71575,                0.59802,                0.97212,                0.74646,                0.66146,                0.97656,              0.0012034,              0.0012034,              0.0012034
                    322,                0.63511,                0.47563,                0.97068,                0.69492,                0.47416,                 0.9918,                0.80691,                0.83145,                0.88203,                0.73067,                0.68518,                0.56705,                0.96549,                0.72157,                0.62766,                0.99406,              0.0012026,              0.0012026,              0.0012026
                    323,                0.64022,                0.47455,                0.98041,                0.68046,                0.46165,                0.99254,                0.85229,                0.88302,                 0.9076,                0.74399,                 0.6933,                0.59304,                0.97109,                0.74613,                0.63558,                0.99175,              0.0012019,              0.0012019,              0.0012019
                    324,                0.64814,                0.49217,                0.97751,                0.72581,                0.49082,                0.99627,                0.93549,                0.79821,                0.91032,                 0.7354,                0.71558,                0.60822,                0.99267,                0.74676,                0.64763,                0.99783,              0.0012012,              0.0012012,              0.0012012
                    325,                0.63268,                0.47713,                0.99134,                0.69969,                0.48135,                 1.0196,                 0.8766,                0.85623,                0.90533,                0.73863,                0.71009,                0.61089,                0.96998,                0.75331,                0.62971,                0.99455,              0.0012005,              0.0012005,              0.0012005
                    326,                0.63029,                0.47922,                0.98202,                0.69722,                0.50023,                   1.01,                0.86953,                  0.841,                0.89274,                0.73024,                0.75044,                0.60414,                0.99318,                   0.76,                0.62915,                0.99562,              0.0011998,              0.0011998,              0.0011998
                    327,                0.65212,                0.47096,                0.97601,                0.70966,                0.47342,                0.99457,                0.85812,                0.88008,                0.91305,                  0.747,                0.70951,                0.57695,                0.98128,                0.71032,                0.63856,                 0.9766,              0.0011991,              0.0011991,              0.0011991
                    328,                0.65756,                0.49359,                0.98565,                0.71863,                0.51517,                 1.0046,                0.93317,                0.85809,                0.93457,                0.74949,                0.73024,                0.55146,                0.99664,                0.78745,                0.52276,                0.98948,              0.0011984,              0.0011984,              0.0011984
                    329,                0.65862,                0.49519,                0.99245,                0.71508,                 0.5038,                 1.0128,                0.92998,                 0.8488,                0.92513,                0.74651,                0.69947,                0.56778,                0.97087,                0.75349,                 0.5432,                0.96242,              0.0011977,              0.0011977,              0.0011977
                    330,                0.69825,                0.48523,                0.98106,                0.75892,                0.47984,                0.99429,                0.88336,                0.84984,                0.89912,                0.73249,                0.70744,                0.62656,                0.96703,                0.74168,                0.65326,                0.98211,               0.001197,               0.001197,               0.001197
                    331,                0.68237,                0.50131,                0.99953,                 0.7443,                   0.51,                 1.0169,                0.82964,                0.87554,                0.89196,                0.72613,                0.74054,                0.60667,                 0.9911,                0.75802,                0.65792,                0.99099,              0.0011963,              0.0011963,              0.0011963
                    332,                 0.6787,                0.47746,                0.99204,                0.73312,                0.46523,                 1.0107,                0.90187,                0.87293,                0.93039,                0.76787,                0.70199,                0.53054,                0.96489,                0.73764,                0.57246,                0.98684,              0.0011956,              0.0011956,              0.0011956
                    333,                0.66311,                0.47309,                 0.9824,                0.71887,                0.47986,                 1.0051,                0.91334,                0.83946,                0.93108,                0.75356,                0.73114,                0.54731,                0.97656,                0.81134,                0.56678,                 1.0103,              0.0011949,              0.0011949,              0.0011949
                    334,                0.64634,                0.47837,                0.98648,                0.71003,                0.50352,                 1.0124,                0.88779,                0.81588,                0.90823,                0.75417,                0.69602,                0.57696,                0.96496,                0.74101,                0.60527,                0.99575,              0.0011942,              0.0011942,              0.0011942
                    335,                0.63133,                0.46341,                0.97505,                0.68394,                0.45836,                0.99819,                0.89488,                0.82675,                0.91335,                0.75616,                0.69806,                0.56448,                 0.9607,                0.71057,                0.60323,                0.95249,              0.0011935,              0.0011935,              0.0011935
                    336,                0.62572,                0.46577,                0.97341,                0.68095,                0.46946,                 0.9921,                0.91545,                0.78296,                0.88861,                0.73949,                0.68709,                0.62164,                 0.9619,                0.71023,                0.65169,                0.96126,              0.0011927,              0.0011927,              0.0011927
                    337,                0.63654,                0.47348,                0.98252,                0.71685,                0.48276,                 1.0117,                0.85139,                0.83721,                0.89471,                0.72481,                0.71025,                0.64707,                0.96967,                0.77676,                0.67665,                 1.0044,               0.001192,               0.001192,               0.001192
                    338,                0.62433,                0.47528,                0.96946,                0.68815,                0.47538,                0.99536,                0.93927,                0.90553,                0.94328,                0.77356,                0.70517,                0.51418,                0.97381,                0.73949,                0.53208,                0.99435,              0.0011913,              0.0011913,              0.0011913
                    339,                0.64226,                0.48632,                0.95987,                0.72021,                0.49591,                0.98338,                0.92364,                0.80262,                0.92748,                0.74838,                0.72704,                0.52559,                0.97907,                 0.7697,                0.54963,                0.99911,              0.0011906,              0.0011906,              0.0011906
                    340,                0.62616,                0.47518,                0.97038,                0.68534,                0.48492,                0.99021,                0.89578,                0.84708,                0.91999,                0.76835,                   0.69,                0.56503,                0.96597,                0.71377,                0.62373,                0.98032,              0.0011899,              0.0011899,              0.0011899
                    341,                0.62722,                0.47627,                0.98414,                0.69519,                0.47265,                 1.0062,                0.89674,                0.85248,                0.92097,                 0.7581,                 0.7069,                0.57158,                0.97306,                0.71188,                0.62015,                0.96504,              0.0011892,              0.0011892,              0.0011892
                    342,                0.62364,                0.46183,                0.95918,                0.69061,                0.46535,                0.98639,                0.90243,                0.87194,                0.94038,                0.76651,                0.69998,                0.54017,                0.99102,                0.72264,                 0.5163,                 0.9857,              0.0011885,              0.0011885,              0.0011885
                    343,                0.62849,                0.45519,                0.97026,                0.69415,                  0.449,                0.98542,                0.90917,                0.83844,                0.93111,                0.77078,                0.68228,                0.51982,                0.97418,                0.70421,                0.58687,                0.96627,              0.0011878,              0.0011878,              0.0011878
                    344,                0.63246,                0.46629,                0.97436,                0.70491,                0.48172,                0.99583,                0.93241,                0.81385,                0.93643,                0.78402,                 0.6838,                0.54331,                0.96833,                0.70892,                0.54608,                0.95953,              0.0011871,              0.0011871,              0.0011871
                    345,                0.62081,                0.45989,                0.97535,                0.67672,                 0.4613,                0.99652,                0.87462,                0.86951,                0.93048,                0.76178,                0.70493,                0.54425,                0.96433,                0.74777,                0.59012,                 0.9686,              0.0011864,              0.0011864,              0.0011864
                    346,                0.65062,                0.47462,                0.97784,                0.71665,                0.50095,                0.99672,                0.85077,                0.85209,                0.92107,                0.75694,                0.70963,                0.56847,                0.97948,                 0.7196,                0.59929,                0.97752,              0.0011857,              0.0011857,              0.0011857
                    347,                 0.6386,                 0.4702,                 0.9702,                0.71748,                0.48098,                0.99107,                0.83106,                 0.8791,                0.91386,                0.76166,                0.67165,                0.55737,                0.94882,                0.70765,                0.59262,                0.96519,               0.001185,               0.001185,               0.001185
                    348,                0.63018,                0.46676,                 0.9561,                0.69519,                0.48154,                0.97446,                 0.8747,                0.85051,                0.91278,                0.75733,                0.67101,                 0.5628,                0.95029,                0.69715,                0.58847,                 0.9602,              0.0011843,              0.0011843,              0.0011843
                    349,                 0.6249,                0.45951,                0.97002,                 0.6938,                0.48831,                0.99388,                0.89196,                0.87498,                0.91599,                0.76186,                0.70769,                0.56773,                0.96423,                0.73518,                0.57935,                0.97072,              0.0011835,              0.0011835,              0.0011835
                    350,                0.60368,                0.45023,                0.96345,                0.66015,                0.48074,                0.98661,                0.90026,                0.86341,                0.91421,                0.77081,                0.70835,                0.57928,                0.97953,                 0.6997,                0.58656,                0.98216,              0.0011828,              0.0011828,              0.0011828
                    351,                0.61286,                0.44779,                0.96559,                0.66545,                0.45128,                0.98735,                0.90081,                0.85821,                0.92418,                0.77355,                0.70236,                  0.563,                0.98811,                0.69294,                0.61898,                0.99492,              0.0011821,              0.0011821,              0.0011821
                    352,                0.64136,                 0.4724,                0.96502,                0.70485,                0.50875,                0.99134,                0.95822,                0.86045,                0.93706,                0.77934,                0.69055,                0.53582,                0.97327,                0.70631,                0.52565,                0.98621,              0.0011814,              0.0011814,              0.0011814
                    353,                0.62729,                0.47022,                0.95963,                0.69938,                0.47645,                0.98175,                0.92313,                0.84143,                0.92886,                 0.7667,                0.70738,                0.57978,                0.98409,                0.71644,                0.54944,                0.98177,              0.0011807,              0.0011807,              0.0011807
                    354,                 0.6736,                0.49846,                0.99962,                0.74253,                0.51947,                 1.0272,                0.88969,                0.87972,                0.93226,                0.76942,                0.67524,                0.56896,                0.96365,                0.70354,                0.56874,                0.97055,                0.00118,                0.00118,                0.00118
                    355,                0.61565,                0.45798,                0.95217,                0.68215,                0.47046,                0.97431,                0.89049,                0.88055,                 0.9368,                0.77924,                0.67325,                0.54025,                0.96088,                 0.6815,                0.55682,                0.96535,              0.0011793,              0.0011793,              0.0011793
                    356,                 0.6223,                0.46014,                0.97653,                0.67133,                0.47068,                0.99626,                0.95391,                0.80047,                0.93535,                 0.7744,                0.71529,                0.53134,                0.96601,                0.72532,                0.52115,                0.99412,              0.0011786,              0.0011786,              0.0011786
                    357,                 0.6395,                0.45499,                0.97835,                0.69143,                 0.4622,                0.99511,                0.93154,                0.85316,                0.93095,                0.77373,                0.68977,                0.55875,                0.95908,                0.72856,                0.52214,                0.98818,              0.0011779,              0.0011779,              0.0011779
                    358,                 0.6097,                0.44037,                0.95838,                0.67728,                0.45912,                0.97546,                0.87713,                0.87056,                0.90177,                0.74127,                0.71896,                0.61903,                0.96798,                0.74626,                0.66558,                0.98159,              0.0011772,              0.0011772,              0.0011772
                    359,                0.59676,                0.46086,                0.95951,                0.65187,                0.46738,                0.98402,                0.90843,                0.88881,                0.93409,                0.77754,                0.66101,                0.53469,                0.94655,                0.69436,                0.47763,                0.96209,              0.0011765,              0.0011765,              0.0011765
                    360,                0.64391,                0.46924,                0.96953,                 0.7073,                0.47494,                0.98477,                0.93625,                0.88884,                0.94141,                 0.7819,                0.68204,                0.53254,                0.94769,                0.71645,                0.53994,                0.96935,              0.0011758,              0.0011758,              0.0011758
                    361,                0.62279,                0.45686,                0.94961,                0.68955,                0.44305,                0.97371,                0.86828,                0.92677,                0.94214,                0.77494,                0.68812,                0.54332,                0.95431,                0.74442,                 0.4864,                0.98096,              0.0011751,              0.0011751,              0.0011751
                    362,                0.61786,                0.44437,                0.96622,                0.67811,                 0.4563,                0.99329,                0.88801,                0.89882,                0.91758,                0.76265,                0.67627,                0.53702,                0.95109,                0.71816,                0.57074,                0.96664,              0.0011744,              0.0011744,              0.0011744
                    363,                0.65649,                 0.4685,                0.99069,                0.71701,                0.49994,                 1.0103,                 0.9329,                0.84187,                0.92021,                 0.7663,                0.67184,                0.55077,                0.95557,                0.69796,                0.58692,                0.96308,              0.0011736,              0.0011736,              0.0011736
                    364,                0.61983,                0.46084,                0.97469,                 0.6887,                0.46837,                0.99618,                0.92101,                0.84141,                0.90856,                0.74449,                0.67862,                0.60744,                0.95732,                0.72092,                0.63485,                0.97573,              0.0011729,              0.0011729,              0.0011729
                    365,                0.63175,                0.47812,                0.98399,                0.69384,                0.50952,                 1.0097,                0.90862,                0.88696,                0.91584,                0.75913,                0.67341,                0.56048,                0.95982,                0.72036,                0.58971,                0.97034,              0.0011722,              0.0011722,              0.0011722
                    366,                0.62716,                0.45693,                0.96632,                0.69439,                0.47093,                0.98713,                0.96215,                0.83541,                0.92148,                0.75952,                 0.6824,                0.57126,                0.97658,                0.69788,                0.57607,                0.96936,              0.0011715,              0.0011715,              0.0011715
                    367,                0.63088,                0.46348,                0.96693,                0.69883,                 0.4639,                0.99019,                 0.9254,                0.86317,                0.93436,                0.77377,                0.67231,                0.51845,                0.95735,                0.69325,                 0.5186,                0.95743,              0.0011708,              0.0011708,              0.0011708
                    368,                 0.6354,                0.46823,                0.98102,                0.67701,                0.45868,                0.99911,                0.90719,                0.89479,                0.93984,                 0.7748,                0.67312,                0.51727,                0.94864,                0.69828,                0.54469,                0.95879,              0.0011701,              0.0011701,              0.0011701
                    369,                0.65437,                0.46639,                0.96656,                 0.7209,                0.48992,                0.99279,                0.90545,                0.85833,                0.93811,                0.77075,                 0.7011,                0.51325,                0.95833,                0.73858,                0.55316,                0.95354,              0.0011694,              0.0011694,              0.0011694
                    370,                0.61066,                0.45136,                0.95926,                0.67215,                0.43967,                0.97957,                0.88838,                0.88848,                0.93434,                0.76512,                0.69242,                0.50993,                 0.9554,                0.74033,                0.54324,                0.97238,              0.0011687,              0.0011687,              0.0011687
                    371,                 0.6162,                0.45974,                0.96311,                0.69877,                0.47377,                0.99613,                0.90134,                0.84146,                0.92219,                0.75462,                0.69719,                0.55733,                0.95608,                0.74452,                0.62551,                0.98877,               0.001168,               0.001168,               0.001168
                    372,                0.59952,                0.44494,                0.94798,                0.66085,                0.43556,                0.96657,                 0.8827,                0.87762,                0.92691,                0.76282,                 0.6877,                0.54223,                0.96848,                 0.7211,                0.59771,                0.98898,              0.0011673,              0.0011673,              0.0011673
                    373,                0.62327,                0.47056,                0.96169,                0.69282,                0.47621,                0.98454,                 0.9555,                0.81183,                0.93815,                0.76377,                0.70879,                0.52564,                0.97334,                0.74411,                0.56297,                0.99908,              0.0011666,              0.0011666,              0.0011666
                    374,                0.62772,                0.45028,                0.95685,                0.69548,                0.43374,                0.97611,                0.85591,                0.90706,                0.94635,                 0.7742,                0.71036,                0.52616,                0.97807,                0.70977,                0.51831,                0.97535,              0.0011659,              0.0011659,              0.0011659
                    375,                0.61695,                0.44867,                0.96004,                 0.6814,                0.43069,                0.98501,                0.91849,                0.87967,                0.94262,                0.75964,                0.73528,                0.52558,                0.98908,                0.75813,                0.52354,                 1.0053,              0.0011652,              0.0011652,              0.0011652
                    376,                0.63406,                0.46237,                0.96504,                0.70627,                0.47045,                0.99575,                0.91742,                0.82856,                 0.9368,                0.76281,                 0.6885,                0.51379,                0.97903,                0.71271,                0.57082,                0.99344,              0.0011644,              0.0011644,              0.0011644
                    377,                0.62557,                0.46528,                0.96925,                0.68581,                0.46116,                 0.9961,                 0.8855,                0.86887,                0.93493,                 0.7634,                0.69808,                0.53865,                 0.9791,                0.71686,                0.55646,                0.99541,              0.0011637,              0.0011637,              0.0011637
                    378,                0.63094,                 0.4502,                0.96095,                0.69846,                0.44381,                0.98189,                0.84719,                0.86779,                 0.9299,                0.77303,                0.65809,                0.54769,                0.95197,                0.70935,                0.55219,                0.96992,               0.001163,               0.001163,               0.001163
                    379,                0.61813,                0.45764,                0.97055,                0.67678,                0.46594,                 0.9926,                0.90658,                0.84675,                0.93449,                0.76979,                0.65849,                0.52584,                0.95389,                0.70197,                0.55564,                0.98149,              0.0011623,              0.0011623,              0.0011623
                    380,                0.63922,                0.46009,                0.97024,                 0.7178,                0.46413,                0.99447,                0.83684,                0.88582,                0.93328,                0.75803,                 0.6795,                0.56364,                 0.9665,                 0.7493,                0.53268,                 1.0076,              0.0011616,              0.0011616,              0.0011616
                    381,                0.61832,                 0.4483,                0.96346,                0.67356,                0.44598,                0.98646,                0.94319,                0.81529,                0.93909,                0.78413,                0.65425,                0.49299,                0.95372,                0.68799,                0.50311,                0.96897,              0.0011609,              0.0011609,              0.0011609
