                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    250,                0.69262,                0.52999,                 1.0287,                0.75675,                0.58373,                 1.0506,                0.92279,                0.83104,                0.92669,                 0.7587,                0.73547,                0.53934,                 1.0133,                0.73989,                0.57921,                 1.0115,              0.0007273,              0.0007273,              0.0007273
                    251,                0.68832,                0.52471,                 1.0201,                0.75043,                0.59024,                 1.0419,                0.84193,                0.86537,                 0.9324,                0.75162,                0.75187,                0.55098,                 1.0322,                0.75837,                0.55989,                 1.0293,             0.00072447,             0.00072447,             0.00072447
                    252,                0.68895,                 0.5211,                 1.0129,                0.74799,                0.57638,                 1.0322,                0.90186,                0.88014,                0.93199,                0.75865,                 0.7341,                0.54748,                 1.0185,                0.74757,                0.53342,                  1.015,             0.00072164,             0.00072164,             0.00072164
                    253,                0.69119,                0.53855,                 1.0158,                0.75895,                0.59667,                 1.0384,                0.91975,                0.85977,                0.93397,                0.76303,                0.73543,                0.55289,                  1.012,                0.74192,                0.54835,                  1.017,             0.00071882,             0.00071882,             0.00071882
                    254,                0.69443,                0.53302,                 1.0327,                0.75503,                0.58239,                 1.0522,                 0.8995,                0.83941,                0.92081,                0.74178,                0.74588,                0.60157,                  1.026,                0.76408,                0.63487,                 1.0356,             0.00071599,             0.00071599,             0.00071599
                    255,                0.69086,                0.51415,                 1.0271,                0.74488,                0.56757,                 1.0431,                0.90343,                0.82124,                0.93431,                0.75347,                0.73533,                0.57609,                 1.0328,                0.75354,                0.58616,                 1.0231,             0.00071316,             0.00071316,             0.00071316
                    256,                0.70382,                0.53608,                 1.0258,                0.76922,                 0.5744,                 1.0442,                0.90298,                 0.8431,                0.93029,                 0.7594,                0.72653,                 0.5489,                 1.0179,                0.73305,                0.56036,                 1.0053,             0.00071033,             0.00071033,             0.00071033
                    257,                 0.7011,                0.55957,                 1.0329,                0.76844,                0.64018,                 1.0569,                0.81779,                0.89287,                0.93089,                 0.7639,                 0.7409,                0.54587,                 1.0192,                0.74172,                 0.5766,                 1.0113,              0.0007075,              0.0007075,              0.0007075
                    258,                0.70716,                 0.5406,                 1.0401,                0.76014,                0.57888,                 1.0636,                0.90399,                0.80065,                0.92314,                0.75105,                0.74814,                0.55662,                 1.0186,                0.76512,                 0.5957,                 1.0192,             0.00070467,             0.00070467,             0.00070467
                    259,                0.70476,                0.53618,                 1.0238,                 0.7722,                0.60207,                  1.046,                0.92635,                0.79085,                0.92179,                0.75136,                0.76279,                0.55145,                 1.0173,                0.76554,                0.54768,                 1.0139,             0.00070184,             0.00070184,             0.00070184
                    260,                0.71024,                0.54164,                 1.0207,                0.76781,                 0.5886,                 1.0407,                 0.9019,                0.78931,                0.91174,                 0.7468,                0.76618,                0.57961,                 1.0235,                0.76695,                0.56857,                 1.0296,             0.00069901,             0.00069901,             0.00069901
                    261,                0.72319,                0.53054,                 1.0273,                0.79645,                 0.5938,                 1.0503,                0.82099,                0.82051,                0.89758,                0.74128,                0.73822,                0.57645,                 1.0162,                0.74384,                0.61606,                 1.0315,             0.00069618,             0.00069618,             0.00069618
                    262,                0.71564,                0.54338,                 1.0372,                0.79717,                0.61038,                 1.0654,                0.90401,                0.87333,                 0.9314,                0.75944,                0.72376,                0.55124,                 1.0072,                0.74721,                0.55771,                 1.0174,             0.00069335,             0.00069335,             0.00069335
                    263,                0.68668,                0.53402,                 1.0189,                 0.7445,                0.59741,                  1.039,                0.87505,                0.89382,                0.93831,                0.76713,                0.72755,                 0.5625,                  1.006,                0.74182,                0.56138,                 1.0182,             0.00069052,             0.00069052,             0.00069052
                    264,                0.69156,                0.52515,                 1.0155,                0.75458,                0.57842,                 1.0367,                0.86882,                0.88352,                0.92704,                0.74892,                 0.7416,                0.54185,                  1.016,                0.76097,                0.54704,                 1.0235,             0.00068769,             0.00068769,             0.00068769
                    265,                 0.7056,                0.52357,                 1.0369,                0.76627,                0.56825,                 1.0631,                0.88458,                0.86815,                0.93787,                0.75711,                 0.7351,                0.52107,                 1.0219,                0.76306,                0.55333,                  1.029,             0.00068486,             0.00068486,             0.00068486
                    266,                0.68552,                0.51363,                 1.0084,                0.74441,                0.54957,                 1.0323,                0.82389,                 0.8772,                0.92879,                0.75233,                 0.7403,                0.51252,                 1.0219,                0.76575,                0.58496,                 1.0335,             0.00068203,             0.00068203,             0.00068203
                    267,                0.71909,                0.54684,                 1.0185,                0.77246,                0.59123,                 1.0373,                0.88945,                0.86808,                 0.9427,                 0.7455,                0.80274,                 0.5231,                  1.048,                0.81455,                0.53419,                 1.0401,              0.0006792,              0.0006792,              0.0006792
                    268,                0.70836,                0.50696,                 1.0171,                0.77284,                0.54812,                 1.0357,                0.91083,                0.86038,                0.94494,                 0.7674,                0.73709,                0.51303,                 1.0134,                 0.7437,                0.50753,                 1.0158,             0.00067637,             0.00067637,             0.00067637
                    269,                 0.7119,                0.52624,                 1.0311,                0.77337,                0.58061,                  1.055,                0.90376,                0.85574,                0.94642,                0.76705,                0.74687,                0.50912,                 1.0088,                0.73681,                0.50725,                 1.0018,             0.00067354,             0.00067354,             0.00067354
                    270,                0.68102,                 0.5109,                 1.0125,                0.73368,                0.53453,                   1.03,                 0.9025,                0.82969,                0.92274,                0.74698,                0.76185,                0.58452,                 1.0309,                0.79038,                0.57463,                 1.0213,             0.00067072,             0.00067072,             0.00067072
                    271,                 0.6887,                0.53045,                 1.0219,                0.75361,                0.59387,                 1.0466,                0.87798,                0.79612,                0.90697,                0.73586,                 0.7468,                0.57464,                 1.0253,                0.77106,                0.64627,                 1.0285,             0.00066789,             0.00066789,             0.00066789
                    272,                0.67724,                0.51986,                 1.0286,                 0.7352,                0.55289,                  1.049,                0.86032,                 0.8647,                0.92652,                0.75261,                0.75464,                0.57955,                 1.0173,                0.77135,                0.55325,                 1.0354,             0.00066506,             0.00066506,             0.00066506
                    273,                0.70068,                0.51494,                 1.0232,                0.76423,                0.55362,                 1.0432,                0.88342,                0.84742,                 0.9218,                0.73189,                0.80039,                 0.6095,                 1.0449,                0.80723,                0.59056,                 1.0343,             0.00066223,             0.00066223,             0.00066223
                    274,                0.69661,                0.53804,                 1.0255,                0.75431,                0.58627,                 1.0476,                0.86757,                0.82297,                 0.9126,                0.75728,                0.73595,                0.59316,                 1.0133,                0.71985,                0.64234,                 1.0096,              0.0006594,              0.0006594,              0.0006594
                    275,                0.71126,                0.53113,                 1.0264,                0.76485,                0.55495,                 1.0475,                0.87398,                0.83849,                0.92308,                0.75056,                0.74821,                0.59427,                 1.0234,                0.72584,                0.62934,                 1.0167,             0.00065657,             0.00065657,             0.00065657
                    276,                0.67816,                0.52984,                 1.0221,                0.74138,                0.58825,                 1.0479,                0.88035,                0.80849,                 0.9155,                0.75377,                 0.7297,                0.55815,                 1.0104,                0.74053,                0.59892,                 1.0106,             0.00065374,             0.00065374,             0.00065374
                    277,                0.70305,                0.52051,                 1.0164,                0.76631,                0.56495,                 1.0358,                0.86992,                0.78977,                0.90232,                0.72445,                0.81414,                0.56187,                 1.0448,                0.81914,                0.62223,                 1.0336,             0.00065091,             0.00065091,             0.00065091
                    278,                0.69959,                0.51313,                 1.0214,                0.76419,                0.53944,                 1.0427,                0.86983,                0.86468,                0.92512,                 0.7506,                0.73429,                0.53792,                 1.0069,                0.75685,                0.56841,                 1.0172,             0.00064808,             0.00064808,             0.00064808
                    279,                0.70696,                0.51798,                 1.0074,                0.77119,                 0.5555,                 1.0329,                0.82989,                 0.8764,                0.92274,                0.75556,                0.73008,                0.55064,                  1.013,                0.72606,                0.59201,                 1.0028,             0.00064525,             0.00064525,             0.00064525
                    280,                0.67438,                0.50733,                 1.0151,                0.73449,                0.55232,                 1.0385,                 0.8712,                0.86573,                0.92823,                0.76178,                0.72042,                0.54477,                 1.0027,                0.74374,                0.57195,                 1.0016,             0.00064242,             0.00064242,             0.00064242
                    281,                0.69475,                0.51457,                 1.0126,                0.76257,                0.56563,                 1.0339,                 0.8929,                0.87104,                0.94491,                0.77387,                0.70813,                0.53095,                0.99585,                 0.7164,                0.54488,                0.99525,             0.00063959,             0.00063959,             0.00063959
                    282,                0.68318,                0.50757,                 1.0164,                0.75776,                0.54209,                 1.0372,                0.89561,                0.85517,                0.93285,                0.74292,                0.75932,                0.59598,                 1.0207,                0.76328,                 0.6155,                 1.0271,             0.00063676,             0.00063676,             0.00063676
                    283,                0.67923,                0.50971,                 1.0044,                0.73418,                0.54316,                 1.0225,                0.85813,                0.83472,                0.92015,                0.75598,                0.73451,                0.60212,                 1.0063,                0.73722,                0.64359,                 1.0061,             0.00063393,             0.00063393,             0.00063393
                    284,                0.67391,                0.50893,                 1.0034,                0.73564,                 0.5591,                 1.0258,                0.84443,                0.88207,                0.92218,                0.75828,                0.73476,                0.55059,                0.99954,                0.74598,                0.59903,                 1.0022,              0.0006311,              0.0006311,              0.0006311
                    285,                0.67472,                0.49857,                 1.0192,                0.73797,                0.55209,                 1.0432,                0.84888,                0.87288,                0.93428,                0.76548,                0.73373,                 0.5291,                 1.0113,                0.74271,                0.54475,                0.99823,             0.00062827,             0.00062827,             0.00062827
                    286,                0.66243,                0.49786,                 1.0097,                0.71626,                0.53009,                 1.0252,                0.91607,                0.83744,                0.93621,                0.77174,                0.71531,                 0.5553,                 1.0059,                0.73839,                0.57154,                 1.0034,             0.00062544,             0.00062544,             0.00062544
                    287,                0.66723,                0.49603,                 1.0074,                0.74366,                0.52052,                 1.0285,                0.88339,                0.87433,                0.93385,                0.76405,                0.74781,                0.55755,                 1.0213,                0.76226,                0.54497,                 1.0166,             0.00062262,             0.00062262,             0.00062262
                    288,                0.70168,                0.53678,                 1.0433,                0.76603,                0.59107,                 1.0612,                0.94085,                0.79651,                0.93015,                0.76597,                 0.6927,                0.54544,                0.98602,                0.69967,                0.56207,                0.99072,             0.00061979,             0.00061979,             0.00061979
                    289,                0.68279,                0.51086,                 1.0117,                0.73051,                0.55117,                  1.035,                0.91112,                0.80296,                0.92096,                0.75368,                0.72261,                0.53958,                0.99917,                0.73161,                0.57212,                0.99898,             0.00061696,             0.00061696,             0.00061696
                    290,                0.68084,                0.51471,                 1.0204,                0.73898,                0.55347,                 1.0379,                0.88855,                0.84587,                0.92661,                0.75299,                0.71543,                0.57472,                0.99873,                0.73585,                0.60767,                 1.0126,             0.00061413,             0.00061413,             0.00061413
                    291,                 0.6761,                 0.4956,                0.99795,                0.73117,                0.51677,                 1.0111,                0.89508,                0.80493,                0.93332,                0.75074,                0.73154,                0.57325,                 1.0083,                0.72962,                0.60503,                 1.0023,              0.0006113,              0.0006113,              0.0006113
                    292,                0.70264,                 0.5166,                 1.0265,                0.76655,                0.54978,                 1.0402,                0.84193,                0.90518,                0.93902,                0.76673,                0.73577,                 0.5601,                 1.0093,                0.74209,                0.55023,                 1.0096,             0.00060847,             0.00060847,             0.00060847
                    293,                 0.7048,                0.52092,                  1.024,                0.77508,                0.58566,                 1.0451,                0.86885,                0.85035,                0.92343,                0.75533,                0.76564,                0.58449,                 1.0247,                0.77356,                0.59242,                 1.0189,             0.00060564,             0.00060564,             0.00060564
                    294,                0.64974,                0.49545,                 1.0007,                0.70858,                0.51366,                 1.0163,                0.86167,                0.83329,                0.90545,                0.74896,                0.72191,                0.58727,                 1.0182,                0.72942,                0.64764,                0.99676,             0.00060281,             0.00060281,             0.00060281
                    295,                0.66307,                0.49592,                 1.0041,                0.72154,                0.54115,                 1.0248,                0.93356,                0.82698,                0.91459,                 0.7525,                0.70964,                0.58113,                 1.0128,                 0.7043,                0.62955,                0.99448,             0.00059998,             0.00059998,             0.00059998
                    296,                 0.6476,                0.49641,                 1.0026,                0.70972,                0.53646,                 1.0206,                0.89671,                0.82434,                0.92122,                0.74979,                0.72881,                0.55403,                 1.0165,                0.73797,                0.59338,                 1.0108,             0.00059715,             0.00059715,             0.00059715
                    297,                0.62966,                0.47599,                0.99045,                0.68407,                0.50652,                 1.0141,                0.94898,                0.84326,                0.93984,                0.76246,                0.72654,                0.54785,                 1.0098,                0.74631,                0.54879,                 1.0031,             0.00059432,             0.00059432,             0.00059432
                    298,                0.65346,                0.48675,                0.99129,                0.70458,                0.52498,                 1.0058,                0.95424,                0.86303,                0.94699,                0.78913,                0.70499,                0.51415,                0.98659,                0.69965,                0.53706,                0.98135,             0.00059149,             0.00059149,             0.00059149
                    299,                0.65685,                0.47187,                0.98349,                0.71195,                0.50885,                0.99996,                0.90895,                0.86766,                0.94985,                0.78268,                0.72619,                0.53411,                0.99487,                 0.7273,                0.53571,                0.98582,             0.00058866,             0.00058866,             0.00058866
                    300,                 0.6499,                0.48958,                0.99934,                0.71983,                0.54495,                 1.0227,                0.87702,                0.88555,                0.92381,                0.74939,                0.75256,                0.56148,                 1.0165,                0.75931,                0.59709,                 1.0038,             0.00058583,             0.00058583,             0.00058583
                    301,                0.65014,                0.49844,                0.99826,                0.70931,                 0.5346,                 1.0116,                0.90149,                0.88184,                0.92838,                0.75413,                0.74404,                  0.543,                 1.0112,                  0.742,                0.58796,                  1.013,               0.000583,               0.000583,               0.000583
                    302,                0.64742,                0.48501,                 1.0001,                0.70279,                0.50893,                 1.0237,                0.93114,                0.83952,                0.93749,                0.77376,                0.71545,                0.53761,                 1.0043,                0.74158,                0.53768,                 1.0114,             0.00058017,             0.00058017,             0.00058017
                    303,                0.65966,                0.49405,                 1.0111,                0.71043,                0.54447,                 1.0296,                0.96311,                0.83918,                0.94765,                0.77513,                0.72874,                0.52955,                 1.0082,                0.75734,                0.50464,                 1.0186,             0.00057734,             0.00057734,             0.00057734
                    304,                0.64774,                0.48543,                0.99733,                0.70999,                0.51974,                 1.0184,                0.84532,                 0.8947,                 0.9432,                0.76415,                0.74488,                0.53232,                  1.002,                0.74886,                0.50279,                 1.0046,             0.00057452,             0.00057452,             0.00057452
                    305,                0.65263,                0.48374,                0.99754,                0.70727,                0.51729,                 1.0173,                0.85712,                0.87444,                0.93495,                0.76114,                0.70104,                0.52342,                0.98775,                0.72295,                0.53983,                0.98398,             0.00057169,             0.00057169,             0.00057169
                    306,                0.64326,                0.48509,                0.98615,                 0.7045,                0.52452,                 1.0044,                0.89186,                0.83416,                0.92336,                0.77181,                0.68064,                0.53139,                0.98916,                0.70715,                0.54078,                0.98425,             0.00056886,             0.00056886,             0.00056886
                    307,                0.65143,                0.49162,                0.99264,                0.71855,                0.53296,                 1.0158,                0.89478,                0.84178,                0.92117,                0.76529,                0.69524,                0.54704,                 1.0042,                0.71576,                0.57163,                 1.0064,             0.00056603,             0.00056603,             0.00056603
                    308,                0.64798,                0.48807,                 1.0051,                0.71951,                0.54045,                 1.0279,                0.88787,                0.84806,                0.91263,                0.75717,                0.69141,                0.54657,                 1.0009,                0.72138,                0.59016,                 1.0149,              0.0005632,              0.0005632,              0.0005632
                    309,                0.64025,                0.46683,                 0.9918,                0.70701,                    0.5,                 1.0105,                0.89163,                0.87168,                 0.9131,                0.75051,                0.71826,                0.56658,                 1.0102,                 0.7415,                0.62605,                 1.0154,             0.00056037,             0.00056037,             0.00056037
                    310,                0.64627,                0.50382,                 1.0084,                0.70527,                0.56091,                 1.0319,                0.86463,                0.85474,                0.92344,                0.74849,                0.73091,                0.56107,                 1.0097,                0.74895,                0.63984,                 1.0056,             0.00055754,             0.00055754,             0.00055754
                    311,                0.64793,                0.47327,                0.99349,                0.69627,                0.48218,                 1.0052,                0.90585,                0.82073,                  0.918,                 0.7598,                0.71733,                0.55034,                 1.0091,                0.71426,                0.63115,                 1.0041,             0.00055471,             0.00055471,             0.00055471
                    312,                0.63896,                 0.4963,                 1.0035,                0.70281,                0.57365,                  1.027,                0.89253,                0.85684,                0.93473,                0.77726,                0.70446,                0.52693,                0.99613,                0.71299,                0.55509,                0.98473,             0.00055188,             0.00055188,             0.00055188
                    313,                0.62651,                0.47539,                0.97714,                0.67925,                0.50386,                0.99274,                 0.9316,                0.85261,                0.93443,                0.77835,                0.70855,                0.51301,                0.99785,                0.73612,                 0.5238,                0.99284,             0.00054905,             0.00054905,             0.00054905
                    314,                0.63728,                0.47128,                0.98437,                0.70905,                0.50224,                 1.0012,                0.95359,                0.82581,                 0.9402,                0.77884,                0.70543,                0.49265,                 0.9927,                0.71529,                0.53659,                0.99182,             0.00054622,             0.00054622,             0.00054622
                    315,                0.64853,                0.47719,                0.98813,                0.71205,                0.49548,                 1.0006,                0.90371,                0.87749,                0.93616,                 0.7768,                0.72956,                0.49871,                 1.0035,                0.73402,                0.52807,                 1.0067,             0.00054339,             0.00054339,             0.00054339
                    316,                0.66845,                0.50072,                0.99946,                0.72616,                 0.5488,                 1.0165,                0.93886,                0.84281,                0.92267,                0.75659,                 0.7176,                0.50416,                0.99756,                0.73981,                0.56345,                0.99361,             0.00054056,             0.00054056,             0.00054056
                    317,                0.66601,                0.49152,                 1.0033,                0.72553,                0.54443,                 1.0228,                0.84941,                0.87192,                0.91711,                0.74586,                0.74017,                0.54342,                 1.0082,                0.75355,                0.63584,                 1.0098,             0.00053773,             0.00053773,             0.00053773
                    318,                0.64912,                0.48406,                 0.9939,                0.71662,                0.51493,                 1.0145,                0.92835,                0.84174,                0.91667,                0.74424,                0.71313,                0.54811,                0.99753,                0.72908,                0.62556,                0.99726,              0.0005349,              0.0005349,              0.0005349
                    319,                0.63242,                0.48204,                0.99675,                0.69635,                0.53859,                 1.0171,                0.88539,                0.84922,                0.92367,                0.76506,                 0.6889,                0.54526,                0.98811,                0.68726,                0.56942,                0.97712,             0.00053207,             0.00053207,             0.00053207
                    320,                0.62987,                0.47571,                 1.0033,                0.68836,                0.53532,                 1.0183,                0.89401,                 0.8752,                0.93875,                0.77878,                0.68264,                0.48421,                0.97822,                0.68227,                0.51133,                0.98058,             0.00052924,             0.00052924,             0.00052924
                    321,                0.61661,                0.45781,                0.98723,                0.66929,                0.48967,                0.99949,                0.93539,                0.82082,                0.93981,                0.76924,                0.70932,                0.47439,                0.98897,                0.72416,                0.50621,                0.99982,             0.00052642,             0.00052642,             0.00052642
                    322,                0.62248,                0.47225,                0.97774,                0.67586,                0.49893,                0.99684,                0.91617,                0.87518,                0.94926,                0.77945,                0.71645,                0.46492,                0.99496,                0.73136,                0.48228,                0.99747,             0.00052359,             0.00052359,             0.00052359
                    323,                0.63302,                0.47379,                0.98928,                0.67929,                0.48806,                 1.0017,                0.89946,                0.85841,                0.93061,                0.76156,                0.69736,                0.47961,                0.99406,                0.72612,                0.51251,                  1.004,             0.00052076,             0.00052076,             0.00052076
                    324,                0.63362,                  0.487,                0.98643,                0.70512,                0.51648,                 1.0098,                0.87208,                0.87399,                0.93962,                0.76764,                0.72159,                0.51207,                0.99305,                0.72796,                0.51343,                0.98969,             0.00051793,             0.00051793,             0.00051793
                    325,                0.63166,                0.47483,                 1.0067,                0.69107,                0.51909,                 1.0298,                0.95266,                0.79621,                0.94076,                0.77261,                0.69889,                0.48683,                0.98174,                0.72188,                 0.5062,                0.99238,              0.0005151,              0.0005151,              0.0005151
                    326,                0.62811,                0.48846,                0.99545,                0.68485,                0.52088,                 1.0215,                0.87662,                0.87949,                0.94051,                0.77514,                0.70359,                 0.4944,                 0.9851,                0.72564,                0.50399,                0.99217,             0.00051227,             0.00051227,             0.00051227
                    327,                0.62418,                0.46525,                0.98078,                0.68016,                0.48902,                0.99714,                 0.9082,                0.88396,                0.94189,                0.78666,                0.67788,                0.47824,                0.97852,                0.69568,                0.50854,                0.97949,             0.00050944,             0.00050944,             0.00050944
                    328,                0.61787,                0.46386,                0.98791,                0.66881,                0.49466,                 1.0031,                0.88947,                0.87402,                0.93817,                0.78325,                0.67445,                0.48197,                0.97229,                0.70087,                0.52518,                0.96923,             0.00050661,             0.00050661,             0.00050661
                    329,                0.63389,                0.48806,                0.99872,                0.69945,                0.52192,                 1.0256,                0.91653,                0.82338,                0.93734,                 0.7815,                0.68982,                0.50862,                0.98449,                0.70484,                0.52141,                0.99072,             0.00050378,             0.00050378,             0.00050378
                    330,                0.63193,                0.46709,                0.97478,                0.69209,                0.48759,                0.99073,                0.88505,                0.87919,                0.93423,                0.78002,                0.70806,                0.52894,                0.99292,                0.70927,                0.55168,                0.98468,             0.00050095,             0.00050095,             0.00050095
                    331,                0.62203,                0.48113,                0.99315,                0.68058,                 0.5138,                 1.0078,                0.88057,                0.86503,                0.91288,                0.74805,                 0.7231,                0.54559,                 1.0103,                0.74063,                0.61568,                 1.0082,             0.00049812,             0.00049812,             0.00049812
                    332,                0.64157,                0.47399,                0.99936,                 0.6899,                0.50378,                 1.0123,                0.88014,                0.86197,                0.92617,                0.76384,                0.71472,                0.54499,                 1.0058,                0.71217,                0.59811,                 1.0027,             0.00049529,             0.00049529,             0.00049529
                    333,                0.65333,                0.47115,                0.99828,                0.71806,                0.51055,                 1.0209,                0.93742,                0.80232,                0.92893,                0.76328,                0.71519,                0.51678,                0.99853,                0.73931,                0.57496,                 1.0121,             0.00049246,             0.00049246,             0.00049246
                    334,                0.63876,                0.48535,                0.99716,                 0.7007,                0.52379,                 1.0186,                0.92191,                0.81847,                0.93233,                0.77184,                0.72136,                0.54811,                 1.0038,                0.72689,                0.56926,                 1.0029,             0.00048963,             0.00048963,             0.00048963
                    335,                0.61524,                0.46871,                0.98458,                0.66973,                0.49822,                 1.0045,                0.93205,                0.82867,                 0.9343,                0.76921,                0.71005,                0.53966,                 1.0018,                0.70566,                0.57715,                0.99781,              0.0004868,              0.0004868,              0.0004868
                    336,                0.61368,                0.46344,                0.98622,                0.66596,                0.50768,                 1.0033,                 0.9272,                0.84086,                0.93226,                0.78105,                 0.7082,                0.54493,                0.99472,                0.70001,                0.57317,                0.98827,             0.00048397,             0.00048397,             0.00048397
                    337,                0.63752,                0.48114,                  1.001,                0.70864,                0.52078,                 1.0228,                0.87779,                0.84605,                0.91059,                0.75672,                0.69351,                 0.5588,                0.99548,                0.68591,                0.67202,                0.98998,             0.00048114,             0.00048114,             0.00048114
                    338,                0.61174,                0.46646,                0.97739,                0.66852,                0.49915,                0.99769,                 0.8723,                0.85894,                0.90888,                0.75067,                0.69163,                0.55963,                0.99262,                0.70883,                 0.6403,                 1.0028,             0.00047831,             0.00047831,             0.00047831
                    339,                0.64152,                0.47104,                0.97706,                0.69944,                 0.5136,                0.98621,                0.92876,                0.85973,                0.93148,                0.76874,                0.72076,                0.54408,                0.99545,                0.71222,                0.57735,                0.98553,             0.00047549,             0.00047549,             0.00047549
                    340,                0.62415,                0.46539,                0.98278,                0.67762,                  0.508,                0.99658,                0.89659,                0.87305,                0.94177,                0.77803,                0.67256,                 0.5082,                0.97004,                0.68086,                0.52337,                0.97528,             0.00047266,             0.00047266,             0.00047266
                    341,                0.60467,                0.47304,                 0.9865,                0.65937,                0.52388,                 1.0062,                0.89562,                0.88366,                0.94895,                0.78133,                 0.6862,                0.47673,                0.97785,                0.68454,                0.49483,                0.97388,             0.00046983,             0.00046983,             0.00046983
                    342,                0.60095,                0.45287,                0.96352,                0.66247,                0.47424,                0.98184,                0.90265,                0.88868,                0.94396,                0.77725,                0.69269,                0.48265,                0.98284,                0.67763,                0.50114,                0.97604,               0.000467,               0.000467,               0.000467
                    343,                0.59688,                0.44604,                0.97162,                0.64155,                0.46677,                0.98315,                0.93742,                0.85276,                 0.9449,                 0.7838,                0.69122,                0.49269,                0.98967,                0.68665,                0.49583,                0.97917,             0.00046417,             0.00046417,             0.00046417
