                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 2.0892,                 2.2007,                 2.2892,                  1.908,                 2.9431,                 2.0439,                0.39508,                 0.1945,                 0.2686,                0.13813,                  1.917,                 2.1531,                 2.1433,                 1.6557,                 3.1199,                 1.9908,              0.0013639,              0.0013639,              0.0013639
                     26,                 2.0339,                 2.1592,                 2.2189,                 1.8329,                 2.8356,                 1.9335,                0.38784,                0.24233,                0.29679,                0.13334,                 2.0528,                  2.169,                 2.2111,                 1.8693,                 2.9662,                 2.0816,              0.0013611,              0.0013611,              0.0013611
                     27,                  2.088,                 2.2102,                 2.2735,                 1.8727,                   2.87,                 1.9925,                0.32952,                0.24545,                 0.2986,                0.16009,                 1.7456,                 1.9543,                 1.9988,                 1.6301,                 2.7497,                 1.8945,              0.0013583,              0.0013583,              0.0013583
                     28,                  1.994,                 2.0872,                 2.1714,                 1.8362,                 2.6963,                 1.9109,                0.46178,                0.29417,                0.36699,                 0.1812,                 1.8079,                 1.9028,                 1.9885,                 1.7309,                 2.6559,                   1.88,              0.0013554,              0.0013554,              0.0013554
                     29,                 1.9633,                 2.0396,                 2.1515,                 1.7952,                 2.6984,                 1.9189,                0.32201,                0.34795,                0.31972,                0.17718,                 1.6714,                 1.8861,                 1.9271,                 1.5772,                 2.5168,                 1.8377,              0.0013526,              0.0013526,              0.0013526
                     30,                 1.9873,                 2.1009,                 2.1699,                 1.8082,                 2.6742,                 1.9134,                0.38737,                0.42897,                0.37989,                0.18156,                 1.8202,                 1.7666,                 1.9705,                 1.7093,                 2.4251,                 1.8356,              0.0013498,              0.0013498,              0.0013498
                     31,                 1.9246,                 1.9658,                 2.0713,                 1.7559,                 2.5543,                   1.83,                0.42064,                 0.3657,                0.35745,                0.18421,                 1.7091,                 1.7287,                 1.8934,                 1.5654,                  2.435,                 1.7239,              0.0013469,              0.0013469,              0.0013469
                     32,                 1.8752,                 1.9026,                 2.0324,                 1.7173,                 2.4672,                 1.8054,                0.42759,                 0.4881,                0.39655,                0.21683,                 1.5742,                 1.7292,                 1.7798,                 1.5205,                 2.3032,                  1.694,              0.0013441,              0.0013441,              0.0013441
                     33,                 1.8665,                 1.9266,                 2.0548,                 1.7611,                 2.4967,                 1.8525,                0.49041,                0.44444,                0.44031,                0.23711,                   1.65,                 1.6708,                 1.8315,                 1.5353,                 2.3083,                 1.6997,              0.0013413,              0.0013413,              0.0013413
                     34,                 1.8424,                 1.8886,                 1.9677,                 1.7348,                 2.4138,                 1.7606,                 0.4458,                0.51366,                0.42861,                 0.2608,                 1.5695,                 1.6098,                 1.7545,                 1.4666,                 2.1522,                 1.6662,              0.0013385,              0.0013385,              0.0013385
                     35,                 1.7746,                 1.7979,                 1.9449,                 1.6529,                 2.3186,                 1.7476,                0.51611,                0.49527,                0.50157,                0.27831,                 1.6122,                  1.659,                  1.763,                  1.464,                 2.1233,                 1.6332,              0.0013356,              0.0013356,              0.0013356
                     36,                 1.7562,                 1.7867,                 1.9556,                  1.652,                 2.3338,                 1.7463,                0.41143,                0.54142,                0.47446,                0.25675,                 1.5541,                 1.7144,                 1.7415,                 1.4525,                 2.0491,                 1.5928,              0.0013328,              0.0013328,              0.0013328
                     37,                 1.7816,                 1.7675,                 1.9281,                 1.6942,                 2.2792,                 1.7437,                0.53753,                0.40308,                 0.4682,                0.26251,                 1.5341,                 1.5914,                 1.7203,                 1.5253,                 2.0618,                 1.6729,                0.00133,                0.00133,                0.00133
                     38,                 1.7355,                  1.749,                 1.9078,                  1.666,                 2.2117,                 1.7427,                0.49748,                0.46416,                0.47777,                0.26786,                 1.5963,                 1.6091,                 1.7466,                 1.5468,                 2.0499,                 1.6315,              0.0013271,              0.0013271,              0.0013271
                     39,                 1.7433,                 1.7414,                 1.8676,                 1.6679,                 2.2137,                  1.712,                 0.4374,                0.47615,                0.47187,                0.27992,                 1.5704,                 1.5682,                 1.7474,                 1.4213,                 1.9569,                 1.6155,              0.0013243,              0.0013243,              0.0013243
                     40,                 1.7358,                 1.7331,                 1.8679,                 1.6672,                 2.2255,                  1.716,                0.52267,                0.55377,                0.51312,                0.33415,                 1.4922,                 1.4667,                 1.6963,                 1.3792,                 1.7926,                 1.5775,              0.0013215,              0.0013215,              0.0013215
                     41,                 1.6579,                 1.6527,                 1.8052,                 1.5786,                 2.0919,                 1.6506,                0.48012,                0.52563,                0.51101,                0.33178,                 1.4559,                 1.5148,                 1.6898,                 1.3386,                 1.8773,                 1.5459,              0.0013187,              0.0013187,              0.0013187
                     42,                   1.63,                 1.6439,                 1.8303,                 1.5643,                 2.1053,                 1.6807,                0.43766,                 0.4727,                0.45779,                0.27141,                 1.4637,                 1.5421,                 1.6981,                 1.4858,                  1.965,                 1.6228,              0.0013158,              0.0013158,              0.0013158
                     43,                 1.5963,                 1.6254,                 1.8024,                 1.5398,                 2.0815,                 1.6792,                 0.6015,                0.49893,                0.55632,                0.32116,                 1.5092,                 1.4796,                 1.7141,                 1.5355,                 1.8484,                 1.6828,               0.001313,               0.001313,               0.001313
                     44,                 1.6258,                 1.6322,                  1.823,                 1.5414,                 2.0843,                 1.6971,                0.68004,                0.45069,                0.58319,                0.33503,                 1.4514,                 1.3773,                 1.6416,                 1.4936,                 1.7654,                 1.6046,              0.0013102,              0.0013102,              0.0013102
                     45,                 1.6709,                 1.6123,                 1.7973,                 1.6212,                 2.0526,                 1.6754,                0.51649,                0.55371,                0.55122,                0.31721,                 1.6571,                 1.4711,                 1.8098,                 1.5414,                 1.7987,                 1.6606,              0.0013073,              0.0013073,              0.0013073
                     46,                 1.6417,                 1.5944,                 1.7952,                 1.5924,                 1.9874,                 1.6558,                0.62812,                0.52578,                0.58291,                0.36982,                 1.3931,                 1.3987,                 1.6089,                 1.3331,                 1.7643,                 1.5036,              0.0013045,              0.0013045,              0.0013045
                     47,                 1.6141,                  1.576,                 1.7946,                 1.5335,                  2.001,                 1.6645,                0.65248,                0.47083,                 0.5614,                0.34445,                  1.438,                 1.4092,                 1.6462,                 1.3416,                 1.7488,                 1.5278,              0.0013017,              0.0013017,              0.0013017
                     48,                 1.5756,                 1.5204,                 1.7334,                 1.5259,                 1.9503,                 1.6127,                0.58795,                0.44831,                0.54284,                0.34202,                 1.4117,                  1.396,                  1.623,                 1.3153,                 1.7486,                 1.4913,              0.0012988,              0.0012988,              0.0012988
                     49,                 1.5479,                 1.4909,                 1.6874,                 1.5086,                 1.8774,                 1.5715,                0.58643,                0.56555,                0.61352,                0.40319,                 1.3702,                 1.3351,                 1.5741,                 1.3295,                 1.6553,                 1.5018,               0.001296,               0.001296,               0.001296
                     50,                 1.4769,                 1.4485,                 1.6466,                 1.4492,                 1.8364,                 1.5541,                0.54484,                0.59738,                0.58576,                0.37399,                 1.3456,                  1.414,                 1.5735,                 1.2975,                 1.7961,                 1.4871,              0.0012932,              0.0012932,              0.0012932
                     51,                 1.4937,                 1.4731,                 1.6618,                 1.4825,                 1.8403,                 1.5661,                0.64564,                0.57028,                0.64093,                0.41299,                 1.3403,                 1.3085,                  1.541,                  1.287,                  1.552,                 1.4741,              0.0012904,              0.0012904,              0.0012904
                     52,                 1.5503,                 1.4369,                  1.642,                 1.5535,                 1.7927,                 1.5692,                0.63985,                0.45659,                0.58695,                0.38133,                 1.3081,                 1.3628,                 1.5306,                 1.3047,                 1.6042,                 1.4696,              0.0012875,              0.0012875,              0.0012875
                     53,                 1.4552,                 1.3905,                 1.6226,                 1.4354,                 1.7318,                 1.5322,                0.63857,                0.54166,                 0.6155,                0.41263,                  1.243,                 1.2302,                 1.4967,                 1.2292,                 1.4401,                 1.4352,              0.0012847,              0.0012847,              0.0012847
                     54,                 1.4872,                  1.462,                 1.6441,                 1.4447,                 1.8273,                 1.5559,                0.66713,                0.54115,                0.64478,                0.42846,                 1.2609,                 1.1936,                 1.4779,                 1.2147,                 1.4248,                 1.3962,              0.0012819,              0.0012819,              0.0012819
                     55,                 1.4483,                 1.4266,                 1.6329,                 1.4443,                 1.7801,                 1.5429,                0.62562,                0.53801,                0.65675,                0.46381,                 1.2724,                  1.219,                 1.4831,                 1.1553,                 1.4219,                 1.3731,               0.001279,               0.001279,               0.001279
                     56,                 1.4861,                 1.4089,                 1.6033,                 1.4873,                 1.7478,                  1.528,                0.58403,                0.61719,                0.65494,                0.45554,                  1.283,                  1.204,                 1.5013,                 1.2207,                 1.3608,                 1.4035,              0.0012762,              0.0012762,              0.0012762
                     57,                  1.446,                 1.3907,                  1.603,                 1.4416,                 1.6916,                  1.532,                0.62642,                0.48031,                0.59769,                0.39347,                 1.1819,                 1.2411,                 1.4495,                 1.2713,                 1.5297,                 1.4516,              0.0012734,              0.0012734,              0.0012734
                     58,                 1.3936,                 1.3519,                 1.5988,                 1.4085,                 1.6692,                 1.5333,                0.65586,                0.55988,                0.64919,                0.41918,                 1.2874,                 1.1442,                 1.4875,                 1.3052,                 1.3526,                 1.4288,              0.0012706,              0.0012706,              0.0012706
                     59,                 1.3586,                 1.3177,                 1.5705,                 1.3662,                 1.6305,                 1.4886,                0.67666,                 0.6388,                0.70615,                0.49961,                  1.227,                 1.1012,                  1.471,                 1.1838,                  1.289,                 1.3989,              0.0012677,              0.0012677,              0.0012677
                     60,                 1.4217,                 1.3186,                  1.577,                 1.4382,                 1.6262,                 1.5092,                0.51834,                0.63559,                0.63311,                0.42742,                 1.2459,                 1.1503,                 1.4787,                  1.241,                 1.3935,                 1.4035,              0.0012649,              0.0012649,              0.0012649
                     61,                 1.3768,                 1.2932,                 1.5514,                 1.3643,                 1.5867,                 1.4887,                0.68153,                0.63557,                0.69792,                0.48575,                 1.2287,                 1.1377,                 1.4561,                 1.2344,                 1.2653,                 1.4234,              0.0012621,              0.0012621,              0.0012621
                     62,                 1.3963,                 1.2894,                 1.5471,                 1.4025,                 1.6281,                  1.488,                0.65302,                0.69874,                0.71423,                0.49435,                 1.2114,                 1.0449,                 1.4422,                 1.1876,                 1.2347,                 1.3866,              0.0012592,              0.0012592,              0.0012592
                     63,                 1.3994,                 1.2649,                 1.5403,                 1.4279,                 1.5812,                 1.4919,                 0.6305,                0.64655,                 0.6675,                0.44954,                 1.2206,                 1.2177,                 1.4546,                  1.162,                   1.35,                 1.3866,              0.0012564,              0.0012564,              0.0012564
                     64,                 1.3603,                 1.2575,                 1.5467,                 1.3511,                  1.541,                 1.4832,                0.66964,                0.65134,                0.67445,                0.47754,                 1.1305,                 1.2119,                 1.4062,                  1.111,                 1.3611,                  1.331,              0.0012536,              0.0012536,              0.0012536
                     65,                 1.3331,                 1.2886,                 1.5329,                  1.335,                 1.5709,                 1.4632,                0.64384,                0.58527,                0.67285,                0.47304,                 1.1759,                 1.2194,                 1.4101,                 1.1443,                 1.4207,                 1.3486,              0.0012507,              0.0012507,              0.0012507
                     66,                 1.3153,                 1.2475,                 1.5067,                 1.3332,                 1.5192,                 1.4314,                0.63775,                0.58193,                0.66151,                0.44513,                 1.1458,                 1.1174,                 1.4004,                 1.1529,                 1.3527,                 1.3075,              0.0012479,              0.0012479,              0.0012479
                     67,                 1.3214,                 1.2518,                 1.5232,                 1.3232,                 1.5496,                 1.4627,                0.60511,                0.61704,                0.66473,                0.45425,                 1.1824,                 1.1317,                 1.3928,                 1.1509,                 1.3191,                 1.3005,              0.0012451,              0.0012451,              0.0012451
                     68,                 1.3481,                 1.2964,                 1.5538,                 1.3679,                 1.5774,                 1.4982,                0.63303,                0.67781,                0.71328,                0.49092,                 1.2743,                  1.118,                 1.4488,                 1.1604,                 1.2026,                 1.3206,              0.0012423,              0.0012423,              0.0012423
                     69,                 1.2974,                 1.2222,                 1.4982,                 1.2863,                 1.4877,                  1.446,                0.63631,                0.65291,                0.72154,                0.50317,                 1.1197,                0.99821,                 1.3528,                 1.1395,                 1.1623,                 1.3211,              0.0012394,              0.0012394,              0.0012394
                     70,                 1.2873,                 1.1586,                 1.4659,                 1.3199,                 1.3966,                 1.4098,                0.72118,                0.62774,                 0.7148,                0.50323,                 1.1838,                 1.0155,                 1.4004,                 1.1523,                 1.1275,                 1.3155,              0.0012366,              0.0012366,              0.0012366
                     71,                 1.2746,                 1.1458,                 1.4611,                 1.3103,                 1.3777,                 1.4152,                0.72987,                0.66582,                0.75365,                0.49184,                 1.2329,                 1.0076,                 1.4256,                 1.2998,                 1.1851,                  1.422,              0.0012338,              0.0012338,              0.0012338
                     72,                 1.2492,                 1.1635,                 1.4289,                 1.2889,                 1.4022,                 1.4047,                 0.7902,                0.55338,                0.71553,                0.49364,                 1.1589,                 1.1178,                 1.3642,                 1.1432,                 1.3746,                 1.3139,              0.0012309,              0.0012309,              0.0012309
                     73,                 1.3247,                  1.231,                 1.4867,                 1.3485,                  1.476,                   1.43,                0.71192,                0.58515,                 0.7345,                0.50318,                 1.1598,                 1.0316,                 1.3716,                 1.1597,                 1.1752,                 1.3193,              0.0012281,              0.0012281,              0.0012281
                     74,                 1.2639,                 1.1731,                 1.4724,                 1.3386,                 1.4037,                  1.443,                0.63448,                0.64847,                0.70346,                0.50076,                 1.1033,                0.99447,                 1.3413,                  1.129,                 1.1629,                 1.2902,              0.0012253,              0.0012253,              0.0012253
                     75,                 1.2682,                 1.1575,                 1.4527,                 1.3135,                 1.3756,                  1.414,                0.58338,                0.65995,                0.68993,                0.48271,                 1.1316,                 1.0722,                  1.353,                 1.1633,                 1.2469,                  1.345,              0.0012225,              0.0012225,              0.0012225
                     76,                 1.2813,                 1.1398,                 1.4598,                 1.2998,                 1.3697,                 1.4298,                0.66351,                0.63381,                0.72768,                0.52168,                  1.118,                 1.0046,                  1.346,                 1.1009,                 1.1477,                  1.297,              0.0012196,              0.0012196,              0.0012196
                     77,                  1.201,                  1.098,                  1.413,                  1.236,                 1.3053,                 1.3857,                0.64825,                0.76145,                  0.743,                 0.5222,                 1.0623,                0.92978,                 1.3262,                 1.1169,                 1.0834,                 1.2913,              0.0012168,              0.0012168,              0.0012168
                     78,                 1.1927,                  1.049,                  1.401,                 1.2396,                 1.2353,                 1.3686,                0.63722,                0.68498,                0.73402,                0.53055,                 1.0481,                0.91973,                 1.3044,                 1.0387,                 1.1204,                 1.2708,               0.001214,               0.001214,               0.001214
                     79,                 1.1983,                 1.1041,                 1.4122,                 1.2751,                 1.3335,                 1.3927,                0.61246,                0.69442,                0.73591,                0.52092,                 1.0613,                0.92179,                 1.3065,                 1.0683,                 1.0909,                 1.2623,              0.0012111,              0.0012111,              0.0012111
                     80,                 1.2026,                  1.101,                 1.4055,                 1.2505,                 1.2996,                 1.3851,                0.77261,                0.62637,                0.77087,                0.55999,                 1.0375,                0.90841,                 1.2928,                 1.0684,                 1.0482,                 1.2597,              0.0012083,              0.0012083,              0.0012083
                     81,                 1.2223,                 1.1237,                 1.4221,                 1.2683,                 1.3629,                 1.3918,                0.66509,                0.70586,                0.74558,                0.54017,                 1.0637,                0.90225,                 1.3007,                 1.0667,                 1.1003,                 1.2568,              0.0012055,              0.0012055,              0.0012055
                     82,                 1.1879,                 1.1072,                 1.4197,                 1.2373,                 1.3534,                  1.389,                 0.6066,                0.63653,                0.65453,                0.47119,                 1.0377,                0.96744,                 1.3037,                 1.0671,                 1.1686,                 1.2671,              0.0012026,              0.0012026,              0.0012026
                     83,                 1.2043,                 1.0761,                 1.4086,                 1.2378,                 1.2792,                 1.3725,                0.74284,                0.66328,                0.73479,                0.52969,                 1.0991,                0.99637,                 1.3289,                 1.0965,                 1.1553,                 1.2771,              0.0011998,              0.0011998,              0.0011998
                     84,                 1.1894,                 1.0742,                 1.4027,                 1.2312,                 1.3348,                 1.3817,                0.64845,                0.65922,                0.71415,                0.52135,                 1.1092,                0.98301,                 1.3262,                 1.1261,                 1.1386,                 1.2883,               0.001197,               0.001197,               0.001197
                     85,                 1.1826,                 1.0527,                 1.3691,                 1.2318,                 1.2615,                 1.3427,                0.65473,                0.75575,                0.76338,                0.53297,                 1.1266,                0.91191,                 1.3264,                 1.1461,                 1.0407,                 1.2942,              0.0011942,              0.0011942,              0.0011942
                     86,                 1.1812,                 1.0748,                 1.3657,                 1.2194,                 1.2535,                 1.3308,                0.78803,                0.63166,                0.78544,                0.55232,                 1.0733,                0.91584,                 1.3046,                 1.1191,                  1.019,                 1.2903,              0.0011913,              0.0011913,              0.0011913
                     87,                 1.1771,                 1.0137,                  1.382,                 1.2094,                 1.2417,                 1.3408,                0.75401,                0.66615,                0.77717,                0.57207,                 1.0128,                0.88258,                 1.2481,                 1.0415,                 1.0204,                 1.2125,              0.0011885,              0.0011885,              0.0011885
                     88,                 1.1416,                 1.0117,                 1.3695,                  1.181,                 1.2215,                  1.342,                0.74534,                0.71482,                0.78539,                 0.5706,                 1.0606,                0.90757,                 1.2855,                 1.0502,                 1.0596,                 1.2245,              0.0011857,              0.0011857,              0.0011857
                     89,                 1.1381,                 1.0151,                 1.3428,                   1.19,                 1.1845,                 1.3289,                0.75931,                0.73187,                0.82308,                0.61045,                 1.0124,                0.87624,                  1.255,                 1.0486,                0.94484,                 1.2361,              0.0011828,              0.0011828,              0.0011828
                     90,                 1.1373,                0.98923,                 1.3372,                 1.2002,                 1.1957,                 1.3147,                0.69856,                0.69315,                0.75803,                0.55618,                 1.0858,                  0.949,                 1.2697,                 1.0326,                 1.0904,                 1.2145,                0.00118,                0.00118,                0.00118
                     91,                 1.1119,                 1.0131,                 1.3379,                 1.1454,                 1.2117,                 1.3118,                 0.7536,                0.66621,                 0.7863,                 0.5812,                  1.009,                0.90523,                 1.2442,                 0.9802,                 1.0529,                 1.1674,              0.0011772,              0.0011772,              0.0011772
                     92,                 1.1329,                0.97559,                 1.3305,                 1.1569,                 1.1406,                 1.3033,                 0.6715,                0.75463,                0.76696,                0.55214,                 1.0345,                0.91739,                 1.2625,                 1.0594,                 1.0328,                 1.2305,              0.0011744,              0.0011744,              0.0011744
                     93,                 1.1227,                0.99807,                 1.3417,                 1.1662,                 1.2025,                 1.3324,                0.75971,                0.70715,                0.81269,                0.59791,                0.98347,                0.84269,                 1.2312,                0.98624,                0.93749,                 1.1772,              0.0011715,              0.0011715,              0.0011715
